"year","cir.physint","cir.disap","cir.kill","cir.polpris","cir.tort","cir.newempinx","cir.assn","cir.formov","cir.dommov","cir.speech","cir.elecsd","cir.newrelfre","cir.worker","cir.wecon","cir.wopol","cir.wosoc","cir.injud","sftgcode"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRG"
1992,1,1,0,0,0,4,0,1,1,0,0,1,1,1,1,1,1,"GRG"
1993,3,0,1,1,1,7,0,1,2,0,1,1,2,1,1,1,1,"GRG"
1994,2,0,1,0,1,8,1,1,1,1,1,2,1,2,2,2,0,"GRG"
1995,3,0,1,1,1,11,2,2,1,1,2,2,1,1,2,1,0,"GRG"
1996,2,0,1,1,0,11,2,2,1,1,1,2,2,1,2,1,0,"GRG"
1997,1,0,0,1,0,9,1,2,1,1,1,1,2,2,2,1,0,"GRG"
1998,1,1,0,0,0,8,1,2,1,1,1,1,1,2,2,2,0,"GRG"
1999,2,1,0,1,0,10,1,2,1,1,2,1,2,1,2,1,0,"GRG"
2000,5,1,2,1,1,9,1,2,2,2,1,0,1,1,2,1,1,"GRG"
2001,4,2,1,1,0,9,1,2,2,1,1,0,2,1,2,1,1,"GRG"
2002,5,2,2,1,0,8,1,2,2,1,1,0,1,1,2,1,1,"GRG"
2003,4,2,1,1,0,8,1,2,2,1,0,1,1,1,2,2,1,"GRG"
2004,4,2,1,1,0,7,1,1,1,1,1,1,1,1,2,1,1,"GRG"
2005,6,2,2,2,0,6,1,1,1,1,1,0,1,1,2,NA,0,"GRG"
2006,4,2,1,1,0,8,1,1,1,1,2,1,1,1,2,NA,1,"GRG"
2007,4,2,1,1,0,7,0,2,1,0,1,2,1,1,2,1,0,"GRG"
2008,5,2,1,1,1,10,2,2,2,1,0,2,1,0,2,NA,0,"GRG"
2009,6,2,2,1,1,8,0,2,2,1,1,2,0,1,1,NA,0,"GRG"
2010,3,1,1,1,0,8,1,2,2,1,1,1,0,1,2,NA,0,"GRG"
2011,4,2,1,1,0,5,0,2,1,1,1,0,0,1,2,NA,1,"GRG"
1981,8,2,2,2,2,13,1,2,2,2,2,2,2,3,2,3,2,"GFR"
1982,7,2,2,1,2,13,1,2,2,2,2,2,2,2,2,3,2,"GFR"
1983,8,2,2,2,2,11,1,2,2,2,1,2,1,2,2,3,2,"GFR"
1984,7,2,2,2,1,13,1,2,2,2,2,2,2,2,2,2,2,"GFR"
1985,7,2,2,1,2,13,1,2,2,2,2,2,2,2,2,3,2,"GFR"
1986,8,2,2,2,2,12,1,2,2,1,2,2,2,2,2,3,2,"GFR"
1987,8,2,2,2,2,12,1,2,2,1,2,2,2,2,2,3,2,"GFR"
1988,6,2,2,1,1,13,1,2,2,2,2,2,2,2,2,2,2,"GFR"
1989,7,2,2,2,1,13,1,2,2,2,2,2,2,2,2,2,2,"GFR"
1990,7,2,2,1,2,13,1,2,2,2,2,2,2,2,2,3,2,"GER"
1991,8,2,2,2,2,13,1,2,2,2,2,2,2,2,2,3,2,"GER"
1992,8,2,2,2,2,12,1,2,2,1,2,2,2,3,2,3,2,"GER"
1993,7,2,1,2,2,11,1,2,2,1,2,1,2,2,2,2,2,"GER"
1994,8,2,2,2,2,11,1,2,2,1,2,1,2,3,2,3,2,"GER"
1995,8,2,2,2,2,11,1,2,2,1,2,1,2,3,2,3,2,"GER"
1996,8,2,2,2,2,11,1,2,2,1,2,1,2,2,2,3,2,"GER"
1997,8,2,2,2,2,11,1,2,2,1,2,1,2,2,2,3,2,"GER"
1998,8,2,2,2,2,11,1,2,2,1,2,1,2,2,3,3,2,"GER"
1999,6,2,2,1,1,11,1,2,2,1,2,1,2,2,3,2,2,"GER"
2000,8,2,2,2,2,11,1,2,2,1,2,1,2,2,3,3,2,"GER"
2001,7,2,2,2,1,11,1,2,2,1,2,1,2,2,3,3,2,"GER"
2002,7,2,2,2,1,10,1,2,2,1,2,1,1,2,3,3,2,"GER"
2003,7,2,2,2,1,10,1,2,2,1,2,1,1,2,3,-999,2,"GER"
2004,7,2,2,2,1,10,1,2,2,1,2,1,1,3,3,-999,2,"GER"
2005,8,2,2,2,2,10,1,2,2,1,2,1,1,2,3,NA,2,"GER"
2006,8,2,2,2,2,10,1,2,2,1,2,1,1,2,3,NA,2,"GER"
2007,8,2,2,2,2,10,1,2,2,1,2,1,1,3,3,3,2,"GER"
2008,7,2,1,2,2,10,1,2,2,1,2,1,1,2,3,NA,2,"GER"
2009,8,2,2,2,2,10,1,2,2,1,2,1,1,3,3,NA,2,"GER"
2010,7,2,2,1,2,10,1,2,2,1,2,1,1,3,3,NA,2,"GER"
2011,7,2,2,1,2,11,1,2,2,1,2,2,1,3,3,NA,2,"GER"
1981,NA,2,-999,1,2,7,0,2,1,2,0,2,0,2,0,2,1,"GHA"
1982,2,1,0,0,1,2,0,1,0,0,0,1,0,2,0,2,1,"GHA"
1983,2,1,1,0,0,1,0,1,0,0,0,0,0,2,2,2,0,"GHA"
1984,5,2,1,1,1,5,0,1,1,0,1,2,0,2,2,2,1,"GHA"
1985,5,2,2,0,1,3,0,1,1,0,0,1,0,2,2,2,1,"GHA"
1986,5,2,2,0,1,3,0,1,1,0,0,1,0,2,2,2,1,"GHA"
1987,5,2,1,1,1,6,0,2,1,1,1,1,0,2,2,2,1,"GHA"
1988,5,2,2,0,1,5,0,2,2,0,0,1,0,2,2,2,0,"GHA"
1989,5,2,2,0,1,4,0,2,2,0,0,0,0,2,2,2,0,"GHA"
1990,4,2,1,0,1,7,0,2,2,0,1,1,1,1,2,1,1,"GHA"
1991,5,2,2,0,1,7,0,1,2,1,0,2,1,1,-999,2,0,"GHA"
1992,6,2,2,0,2,10,1,2,2,1,1,2,1,1,2,2,1,"GHA"
1993,5,2,1,1,1,11,2,2,2,1,2,2,0,1,2,1,1,"GHA"
1994,7,2,2,1,2,11,2,2,2,1,1,2,1,1,2,1,1,"GHA"
1995,6,2,1,2,1,9,1,1,2,1,1,2,1,1,2,1,1,"GHA"
1996,6,2,1,2,1,12,2,2,2,1,2,2,1,2,2,2,1,"GHA"
1997,5,2,2,1,0,9,1,1,2,1,1,2,1,2,2,2,1,"GHA"
1998,7,2,2,2,1,9,2,1,2,1,1,1,1,2,2,2,1,"GHA"
1999,6,2,2,1,1,10,1,1,2,1,1,2,2,1,2,1,1,"GHA"
2000,5,2,1,2,0,9,1,1,2,1,2,1,1,1,2,1,1,"GHA"
2001,5,2,1,1,1,9,1,1,2,1,2,1,1,2,2,2,1,"GHA"
2002,6,2,1,2,1,9,1,1,2,1,2,1,1,2,2,2,1,"GHA"
2003,6,2,1,2,1,11,1,1,2,2,2,2,1,1,2,1,1,"GHA"
2004,6,2,1,2,1,10,1,1,2,2,1,2,1,1,2,1,1,"GHA"
2005,6,2,1,2,1,8,1,1,2,1,1,1,1,1,2,NA,1,"GHA"
2006,5,2,1,2,0,10,1,1,2,1,2,2,1,1,2,NA,1,"GHA"
2007,5,2,1,2,0,12,2,2,2,2,2,1,1,0,2,1,1,"GHA"
2008,5,2,1,2,0,9,1,2,2,1,1,1,1,1,-999,NA,1,"GHA"
2009,5,2,1,2,0,10,1,2,2,2,1,1,1,1,2,NA,1,"GHA"
2010,4,2,1,1,0,11,2,2,2,1,1,2,1,1,2,NA,1,"GHA"
2011,4,2,1,1,0,11,2,2,2,1,1,2,1,1,2,NA,1,"GHA"
1981,7,2,2,1,2,13,2,2,2,2,1,2,2,1,1,2,2,"GRC"
1982,6,2,2,0,2,13,2,2,2,1,2,2,2,2,1,2,2,"GRC"
1983,4,2,1,0,1,11,2,2,2,1,2,0,2,2,1,2,2,"GRC"
1984,5,2,2,0,1,10,2,2,2,1,1,0,2,1,1,2,2,"GRC"
1985,5,2,1,0,2,12,2,2,1,2,2,1,2,2,1,2,2,"GRC"
1986,5,2,1,0,2,11,2,2,1,2,2,0,2,2,1,2,2,"GRC"
1987,6,2,2,1,1,10,2,2,1,1,1,1,2,1,1,2,2,"GRC"
1988,5,2,2,0,1,10,2,2,1,2,1,0,2,2,1,2,2,"GRC"
1989,5,2,1,0,2,9,2,1,1,1,2,0,2,2,2,2,2,"GRC"
1990,6,2,2,1,1,8,2,1,1,1,1,0,2,2,2,2,2,"GRC"
1991,8,2,2,2,2,9,2,2,1,1,2,0,1,2,2,2,2,"GRC"
1992,7,2,2,2,1,10,2,2,2,1,2,1,0,2,2,2,2,"GRC"
1993,5,1,2,1,1,10,1,2,1,1,2,1,2,2,2,2,2,"GRC"
1994,5,2,2,0,1,5,1,1,1,1,1,0,0,2,2,2,2,"GRC"
1995,6,2,2,2,0,7,1,2,1,1,1,0,1,2,2,2,2,"GRC"
1996,6,2,2,1,1,11,1,2,2,1,2,1,2,2,2,2,2,"GRC"
1997,6,2,2,1,1,9,1,1,1,1,2,1,2,2,2,2,2,"GRC"
1998,8,2,2,2,2,11,2,1,1,2,2,1,2,2,2,2,2,"GRC"
1999,7,2,2,2,1,10,2,1,1,1,2,1,2,2,2,2,2,"GRC"
2000,7,2,2,2,1,11,2,2,1,2,2,0,2,2,2,2,2,"GRC"
2001,6,2,2,2,0,10,2,2,1,1,2,0,2,2,2,2,2,"GRC"
2002,7,2,2,2,1,8,1,2,1,1,2,0,1,2,2,2,2,"GRC"
2003,5,2,1,2,0,9,2,2,1,1,2,0,1,2,2,-999,2,"GRC"
2004,6,2,2,2,0,10,1,2,1,2,2,1,1,1,2,-999,2,"GRC"
2005,6,2,2,1,1,8,1,2,1,1,2,0,1,2,2,NA,1,"GRC"
2006,5,2,2,1,0,8,1,2,1,1,1,1,1,2,2,NA,1,"GRC"
2007,5,2,1,1,1,8,1,2,2,1,1,0,1,2,2,1,1,"GRC"
2008,4,2,1,1,0,7,0,2,2,1,1,0,1,2,2,NA,1,"GRC"
2009,5,2,2,1,0,9,1,2,2,1,1,1,1,2,2,NA,1,"GRC"
2010,6,2,2,2,0,11,1,2,2,2,2,1,1,2,2,NA,1,"GRC"
2011,6,2,2,2,0,9,1,2,2,1,2,0,1,2,2,NA,1,"GRC"
1981,0,0,0,0,0,5,0,1,2,1,1,0,0,1,1,1,2,"GUA"
1982,1,0,0,0,1,3,0,1,2,0,0,0,0,1,0,1,1,"GUA"
1983,1,0,0,1,0,4,0,1,2,1,0,0,0,1,1,1,1,"GUA"
1984,0,0,0,0,0,9,2,2,2,2,0,1,0,1,1,1,2,"GUA"
1985,0,0,0,0,0,7,2,2,2,1,0,0,0,1,2,1,1,"GUA"
1986,0,0,0,0,0,10,2,2,2,1,0,2,1,-999,2,1,1,"GUA"
1987,4,1,1,1,1,10,2,2,2,1,1,2,0,1,2,1,2,"GUA"
1988,1,0,1,0,0,11,2,2,2,1,2,2,0,1,2,1,1,"GUA"
1989,2,0,0,1,1,12,2,2,2,2,2,2,0,1,2,1,1,"GUA"
1990,1,0,0,1,0,10,2,2,2,1,1,2,0,1,2,1,2,"GUA"
1991,2,0,0,1,1,12,2,2,2,1,2,2,1,1,2,-999,2,"GUA"
1992,2,1,0,1,0,10,2,2,2,1,2,1,0,1,2,-999,1,"GUA"
