"sftgcode","year","eth.frac","eth.largest","eth.ratio","rel.frac","rel.largest","rel.ratio"
"NIR",1997,0.669,0.526,2.85,0.152,0.919,16.44
"NIR",1998,0.668,0.526,2.84,0.148,0.921,17.16
"NIR",1999,0.668,0.526,2.84,0.145,0.923,17.91
"NIR",2000,0.668,0.526,2.83,0.142,0.925,18.7
"NIR",2001,0.668,0.526,2.82,0.139,0.927,19.52
"NIR",2002,0.668,0.526,2.81,0.135,0.928,20.38
"NIR",2003,0.667,0.526,2.8,0.132,0.93,21.28
"NIR",2004,0.667,0.526,2.79,0.129,0.932,22.22
"NIR",2005,0.667,0.526,2.79,0.126,0.934,23.21
"NIR",2006,0.667,0.526,2.78,0.123,0.935,24.23
"NIR",2007,0.667,0.526,2.77,0.12,0.937,25.3
"NIR",2008,0.667,0.526,2.76,0.118,0.938,26.42
"NIR",2009,0.667,0.526,2.75,0.115,0.94,27.59
"NIR",2010,0.667,0.525,2.74,0.112,0.941,28.82
"NIR",2011,0.667,0.525,2.74,0.109,0.943,30.09
"NIR",2012,0.667,0.525,2.73,0.107,0.944,31.43
"NIR",2013,0.666,0.525,2.72,0.104,0.946,32.82
"NOR",1945,0.012,0.994,169.31,0.02,0.99,109.42
"NOR",1946,0.012,0.994,162.67,0.021,0.989,104.48
"NOR",1947,0.013,0.994,156.29,0.022,0.989,99.76
"NOR",1948,0.013,0.993,150.16,0.023,0.988,95.26
"NOR",1949,0.014,0.993,144.28,0.024,0.988,90.97
"NOR",1950,0.014,0.993,138.62,0.025,0.987,86.87
"NOR",1951,0.015,0.993,133.18,0.026,0.987,82.96
"NOR",1952,0.015,0.992,127.96,0.027,0.986,79.23
"NOR",1953,0.016,0.992,122.94,0.029,0.985,75.67
"NOR",1954,0.017,0.992,118.12,0.03,0.985,72.27
"NOR",1955,0.017,0.991,113.49,0.031,0.984,69.03
"NOR",1956,0.018,0.991,109.04,0.033,0.983,65.93
"NOR",1957,0.019,0.991,104.76,0.034,0.983,62.98
"NOR",1958,0.019,0.99,100.66,0.036,0.982,60.16
"NOR",1959,0.02,0.99,96.71,0.037,0.981,57.47
"NOR",1960,0.021,0.989,92.92,0.039,0.98,54.9
"NOR",1961,0.022,0.989,89.27,0.041,0.979,52.45
"NOR",1962,0.023,0.988,85.77,0.043,0.978,50.11
"NOR",1963,0.024,0.988,82.41,0.045,0.977,47.88
"NOR",1964,0.025,0.988,79.18,0.047,0.976,45.75
"NOR",1965,0.026,0.987,76.07,0.049,0.975,43.72
"NOR",1966,0.027,0.987,73.09,0.051,0.974,41.78
"NOR",1967,0.028,0.986,70.22,0.053,0.973,39.92
"NOR",1968,0.029,0.985,67.47,0.056,0.971,38.16
"NOR",1969,0.03,0.985,64.82,0.058,0.97,36.47
"NOR",1970,0.031,0.984,62.28,0.061,0.969,34.86
"NOR",1971,0.032,0.984,59.84,0.063,0.967,33.33
"NOR",1972,0.034,0.983,57.49,0.066,0.966,31.86
"NOR",1973,0.035,0.982,55.24,0.069,0.964,30.46
"NOR",1974,0.036,0.982,53.07,0.072,0.963,29.13
"NOR",1975,0.038,0.981,50.99,0.075,0.961,27.85
"NOR",1976,0.039,0.98,48.99,0.079,0.959,26.64
"NOR",1977,0.041,0.979,47.07,0.082,0.957,25.48
"NOR",1978,0.042,0.978,45.23,0.086,0.955,24.37
"NOR",1979,0.044,0.978,43.45,0.089,0.953,23.31
"NOR",1980,0.046,0.977,41.75,0.093,0.951,22.3
"NOR",1981,0.047,0.976,40.11,0.097,0.949,21.34
"NOR",1982,0.049,0.975,38.54,0.101,0.947,20.42
"NOR",1983,0.051,0.974,37.03,0.106,0.944,19.55
"NOR",1984,0.053,0.973,35.58,0.11,0.942,18.71
"NOR",1985,0.055,0.972,34.18,0.115,0.939,17.91
"NOR",1986,0.057,0.97,32.84,0.119,0.937,17.15
"NOR",1987,0.06,0.969,31.55,0.124,0.934,16.43
"NOR",1988,0.062,0.968,30.31,0.13,0.931,15.74
"NOR",1989,0.064,0.967,29.13,0.135,0.928,15.08
"NOR",1990,0.067,0.965,27.98,0.14,0.925,14.45
"NOR",1991,0.069,0.964,26.89,0.146,0.922,13.84
"NOR",1992,0.072,0.963,25.83,0.152,0.918,13.27
"NOR",1993,0.074,0.961,24.82,0.158,0.915,12.73
"NOR",1994,0.077,0.96,23.85,0.164,0.911,12.2
"NOR",1995,0.08,0.958,22.91,0.171,0.907,11.71
"NOR",1996,0.083,0.957,22.01,0.177,0.903,11.23
"NOR",1997,0.086,0.955,21.15,0.184,0.899,10.78
"NOR",1998,0.089,0.953,20.32,0.191,0.895,10.35
"NOR",1999,0.093,0.951,19.52,0.199,0.891,9.94
"NOR",2000,0.096,0.949,18.76,0.206,0.886,9.55
"NOR",2001,0.1,0.947,18.02,0.214,0.881,9.18
"NOR",2002,0.103,0.945,17.32,0.222,0.876,8.83
"NOR",2003,0.107,0.943,16.64,0.23,0.871,8.49
"NOR",2004,0.111,0.941,15.98,0.238,0.866,8.17
"NOR",2005,0.115,0.939,15.36,0.247,0.861,7.87
"NOR",2006,0.119,0.937,14.76,0.256,0.855,7.58
"NOR",2007,0.123,0.934,14.18,0.265,0.849,7.31
"NOR",2008,0.127,0.932,13.62,0.274,0.843,7.05
"NOR",2009,0.132,0.929,13.09,0.284,0.837,6.8
"NOR",2010,0.136,0.926,12.57,0.293,0.83,6.57
"NOR",2011,0.141,0.924,12.08,0.303,0.824,6.35
"NOR",2012,0.146,0.921,11.61,0.313,0.817,6.14
"NOR",2013,0.151,0.918,11.15,0.323,0.81,5.94
"NTH",1945,0.007,0.996,403.86,0.621,0.441,1.1
"NTH",1946,0.008,0.996,389.82,0.624,0.438,1.09
"NTH",1947,0.008,0.996,376.27,0.626,0.435,1.08
"NTH",1948,0.008,0.996,363.19,0.628,0.431,1.08
"NTH",1949,0.009,0.996,350.56,0.63,0.428,1.07
"NTH",1950,0.009,0.996,338.36,0.632,0.424,1.06
"NTH",1951,0.009,0.995,326.59,0.635,0.421,1.06
"NTH",1952,0.01,0.995,315.22,0.637,0.417,1.05
"NTH",1953,0.01,0.995,304.25,0.639,0.414,1.04
"NTH",1954,0.01,0.995,293.65,0.641,0.41,1.03
"NTH",1955,0.011,0.995,283.42,0.643,0.406,1.03
"NTH",1956,0.011,0.994,273.54,0.645,0.403,1.02
"NTH",1957,0.012,0.994,264,0.647,0.399,1.01
"NTH",1958,0.012,0.994,254.79,0.649,0.395,1
"NTH",1959,0.013,0.994,245.89,0.651,0.393,1
"NTH",1960,0.013,0.993,237.3,0.653,0.392,1.01
"NTH",1961,0.014,0.993,229.01,0.655,0.391,1.02
"NTH",1962,0.014,0.993,221,0.657,0.39,1.03
"NTH",1963,0.015,0.993,213.27,0.658,0.389,1.04
"NTH",1964,0.015,0.992,205.8,0.66,0.388,1.05
"NTH",1965,0.016,0.992,198.58,0.662,0.387,1.05
"NTH",1966,0.016,0.992,191.61,0.664,0.386,1.06
"NTH",1967,0.017,0.991,184.88,0.665,0.385,1.07
"NTH",1968,0.018,0.991,178.38,0.667,0.384,1.08
"NTH",1969,0.019,0.99,172.1,0.668,0.382,1.09
"NTH",1970,0.021,0.99,166.03,0.67,0.381,1.1
"NTH",1971,0.022,0.989,160.17,0.671,0.38,1.11
"NTH",1972,0.024,0.988,154.51,0.672,0.379,1.12
"NTH",1973,0.026,0.987,149.03,0.674,0.377,1.13
"NTH",1974,0.028,0.986,143.75,0.675,0.376,1.14
"NTH",1975,0.03,0.985,138.64,0.676,0.374,1.15
"NTH",1976,0.032,0.984,133.7,0.677,0.373,1.16
"NTH",1977,0.035,0.982,128.92,0.678,0.371,1.17
"NTH",1978,0.037,0.981,124.31,0.679,0.37,1.18
"NTH",1979,0.04,0.98,119.85,0.68,0.368,1.19
"NTH",1980,0.043,0.978,115.54,0.68,0.366,1.2
"NTH",1981,0.046,0.976,111.37,0.681,0.365,1.18
"NTH",1982,0.05,0.975,98.44,0.682,0.363,1.16
"NTH",1983,0.054,0.973,86.69,0.682,0.361,1.13
"NTH",1984,0.058,0.971,76.68,0.683,0.359,1.11
"NTH",1985,0.062,0.968,68.08,0.683,0.357,1.09
"NTH",1986,0.067,0.966,60.65,0.683,0.356,1.06
"NTH",1987,0.071,0.963,54.2,0.684,0.354,1.04
"NTH",1988,0.077,0.961,48.56,0.684,0.352,1.02
"NTH",1989,0.082,0.958,43.62,0.684,0.35,1
"NTH",1990,0.088,0.954,39.26,0.684,0.355,1.02
"NTH",1991,0.095,0.951,35.41,0.684,0.36,1.04
"NTH",1992,0.101,0.947,31.99,0.684,0.365,1.06
"NTH",1993,0.108,0.944,28.96,0.684,0.37,1.08
"NTH",1994,0.116,0.939,26.25,0.683,0.375,1.11
"NTH",1995,0.124,0.935,23.82,0.683,0.38,1.13
"NTH",1996,0.133,0.93,21.65,0.683,0.385,1.15
"NTH",1997,0.142,0.925,19.71,0.682,0.389,1.17
"NTH",1998,0.151,0.92,17.95,0.682,0.394,1.2
"NTH",1999,0.161,0.914,16.37,0.681,0.399,1.22
"NTH",2000,0.172,0.908,14.95,0.681,0.404,1.24
"NTH",2001,0.183,0.901,13.66,0.68,0.409,1.27
"NTH",2002,0.194,0.894,12.49,0.679,0.413,1.29
"NTH",2003,0.207,0.887,11.43,0.678,0.418,1.31
"NTH",2004,0.219,0.879,10.47,0.678,0.422,1.34
"NTH",2005,0.233,0.871,9.6,0.677,0.427,1.36
"NTH",2006,0.246,0.862,8.8,0.676,0.431,1.39
"NTH",2007,0.26,0.853,8.08,0.675,0.436,1.42
"NTH",2008,0.275,0.843,7.42,0.674,0.44,1.44
"NTH",2009,0.29,0.833,6.82,0.673,0.444,1.47
"NTH",2010,0.306,0.822,6.27,0.672,0.448,1.5
"NTH",2011,0.321,0.811,5.77,0.671,0.453,1.52
"NTH",2012,0.338,0.799,5.31,0.67,0.457,1.55
"NTH",2013,0.354,0.787,4.89,0.668,0.46,1.58
"OMA",1945,0.089,0.954,39.25,0.386,0.741,2.93
"OMA",1946,0.092,0.952,39.02,0.386,0.742,2.93
"OMA",1947,0.096,0.95,38.79,0.385,0.742,2.94
"OMA",1948,0.1,0.948,38.55,0.385,0.743,2.95
"OMA",1949,0.103,0.946,38.32,0.384,0.743,2.96
"OMA",1950,0.107,0.944,38.08,0.384,0.744,2.96
"OMA",1951,0.111,0.942,37.84,0.383,0.744,2.97
"OMA",1952,0.115,0.94,37.6,0.383,0.745,2.98
"OMA",1953,0.12,0.937,37.35,0.382,0.745,2.99
"OMA",1954,0.124,0.935,37.11,0.382,0.746,3
"OMA",1955,0.129,0.933,36.86,0.382,0.746,3
"OMA",1956,0.134,0.93,36.61,0.381,0.747,3.01
"OMA",1957,0.138,0.927,35.22,0.381,0.747,3.02
"OMA",1958,0.143,0.924,32.86,0.382,0.747,3.03
"OMA",1959,0.149,0.922,30.71,0.382,0.747,3.04
"OMA",1960,0.154,0.919,28.76,0.382,0.747,3.04
"OMA",1961,0.159,0.915,26.98,0.383,0.747,3.05
"OMA",1962,0.165,0.912,25.34,0.383,0.746,3.06
"OMA",1963,0.171,0.909,23.84,0.384,0.746,3.07
"OMA",1964,0.177,0.906,22.45,0.384,0.746,3.07
"OMA",1965,0.183,0.902,21.18,0.384,0.746,3.08
"OMA",1966,0.189,0.898,19.99,0.385,0.746,3.09
"OMA",1967,0.196,0.895,18.9,0.385,0.746,3.1
"OMA",1968,0.202,0.891,17.88,0.385,0.746,3.11
"OMA",1969,0.209,0.887,16.93,0.386,0.746,3.12
"OMA",1970,0.216,0.883,16.05,0.386,0.746,3.12
"OMA",1971,0.223,0.878,15.22,0.387,0.746,3.13
"OMA",1972,0.231,0.874,14.45,0.387,0.746,3.14
"OMA",1973,0.238,0.869,13.73,0.387,0.746,3.15
"OMA",1974,0.246,0.865,13.05,0.388,0.746,3.16
"OMA",1975,0.253,0.86,12.41,0.388,0.746,3.16
"OMA",1976,0.261,0.855,11.82,0.388,0.746,3.17
"OMA",1977,0.269,0.85,11.26,0.389,0.746,3.18
"OMA",1978,0.278,0.844,10.73,0.39,0.746,3.21
"OMA",1979,0.286,0.839,10.23,0.392,0.746,3.27
"OMA",1980,0.295,0.833,9.76,0.395,0.746,3.37
"OMA",1981,0.303,0.828,9.32,0.399,0.746,3.55
"OMA",1982,0.312,0.822,8.9,0.405,0.745,3.83
"OMA",1983,0.321,0.816,8.5,0.41,0.745,4.24
"OMA",1984,0.33,0.81,8.13,0.415,0.745,4.84
"OMA",1985,0.339,0.803,7.77,0.419,0.745,5.61
"OMA",1986,0.348,0.797,7.44,0.421,0.745,6.48
"OMA",1987,0.358,0.79,7.12,0.423,0.745,7.33
"OMA",1988,0.367,0.783,6.82,0.424,0.745,7.46
"OMA",1989,0.377,0.776,6.53,0.426,0.745,7.8
"OMA",1990,0.386,0.769,6.26,0.427,0.745,8.38
"OMA",1991,0.396,0.762,6,0.428,0.745,9.14
"OMA",1992,0.406,0.754,5.75,0.429,0.745,10.02
"OMA",1993,0.415,0.747,5.52,0.429,0.745,10.47
"OMA",1994,0.425,0.739,5.3,0.429,0.745,10.59
"OMA",1995,0.435,0.731,5.09,0.429,0.745,10.63
"OMA",1996,0.445,0.723,4.89,0.43,0.745,10.58
"OMA",1997,0.454,0.715,4.7,0.43,0.745,10.49
"OMA",1998,0.464,0.706,4.51,0.43,0.745,10.35
"OMA",1999,0.474,0.698,4.34,0.43,0.745,10.2
"OMA",2000,0.483,0.689,4.18,0.43,0.745,10.05
"OMA",2001,0.493,0.681,4.02,0.43,0.744,9.9
"OMA",2002,0.502,0.672,3.87,0.43,0.744,9.76
"OMA",2003,0.512,0.663,3.72,0.43,0.744,9.61
"OMA",2004,0.521,0.653,3.59,0.43,0.744,9.47
"OMA",2005,0.53,0.644,3.46,0.43,0.744,9.33
"OMA",2006,0.539,0.635,3.33,0.43,0.744,9.19
"OMA",2007,0.548,0.625,3.21,0.431,0.744,9.06
"OMA",2008,0.557,0.616,3.1,0.431,0.744,8.92
"OMA",2009,0.565,0.606,2.99,0.431,0.744,8.79
"OMA",2010,0.573,0.596,2.89,0.431,0.744,8.66
"OMA",2011,0.581,0.587,2.79,0.431,0.744,8.53
"OMA",2012,0.589,0.577,2.69,0.431,0.744,8.41
"OMA",2013,0.597,0.567,2.6,0.431,0.744,8.28
"PAK",1972,0.613,0.59,4.77,0.103,0.946,22.68
"PAK",1973,0.616,0.588,4.73,0.099,0.948,24.17
"PAK",1974,0.618,0.585,4.7,0.095,0.95,25.75
"PAK",1975,0.621,0.582,4.66,0.092,0.952,27.45
"PAK",1976,0.623,0.58,4.63,0.089,0.954,29.25
"PAK",1977,0.626,0.577,4.59,0.086,0.955,31.18
"PAK",1978,0.628,0.575,4.56,0.083,0.957,33.23
"PAK",1979,0.631,0.572,4.52,0.081,0.958,35.42
"PAK",1980,0.633,0.569,4.48,0.078,0.96,37.75
"PAK",1981,0.636,0.567,4.45,0.076,0.961,40.24
"PAK",1982,0.639,0.564,4.41,0.074,0.962,42.89
"PAK",1983,0.641,0.561,4.38,0.073,0.963,45.72
"PAK",1984,0.644,0.558,4.34,0.071,0.963,48.74
"PAK",1985,0.647,0.555,4.31,0.07,0.964,51.95
"PAK",1986,0.651,0.551,4.27,0.068,0.965,54.42
"PAK",1987,0.656,0.546,4.23,0.067,0.965,53
"PAK",1988,0.66,0.542,4.2,0.066,0.966,51.62
"PAK",1989,0.664,0.538,4.16,0.066,0.966,50.27
"PAK",1990,0.668,0.533,4.13,0.065,0.967,48.96
"PAK",1991,0.672,0.529,4.09,0.064,0.967,47.68
"PAK",1992,0.676,0.525,4.05,0.064,0.967,46.43
"PAK",1993,0.68,0.521,4.02,0.063,0.967,45.21
"PAK",1994,0.684,0.516,3.98,0.063,0.968,44.02
"PAK",1995,0.688,0.512,3.93,0.063,0.968,42.86
"PAK",1996,0.692,0.508,3.85,0.063,0.968,41.73
"PAK",1997,0.696,0.503,3.77,0.063,0.968,40.63
"PAK",1998,0.7,0.499,3.69,0.063,0.967,39.56
"PAK",1999,0.703,0.495,3.61,0.064,0.967,38.52
"PAK",2000,0.707,0.49,3.54,0.064,0.967,37.5
"PAK",2001,0.71,0.486,3.46,0.065,0.967,36.51
"PAK",2002,0.714,0.482,3.39,0.065,0.967,35.54
"PAK",2003,0.717,0.477,3.32,0.066,0.966,34.6
"PAK",2004,0.72,0.473,3.25,0.066,0.966,33.68
"PAK",2005,0.724,0.469,3.18,0.067,0.965,32.79
"PAK",2006,0.727,0.464,3.11,0.068,0.965,31.92
"PAK",2007,0.73,0.46,3.05,0.069,0.964,31.08
"PAK",2008,0.733,0.456,2.98,0.07,0.964,30.25
"PAK",2009,0.736,0.452,2.92,0.071,0.963,29.45
"PAK",2010,0.739,0.447,2.86,0.072,0.963,28.67
"PAK",2011,0.742,0.443,2.79,0.073,0.962,27.91
"PAK",2012,0.745,0.439,2.73,0.075,0.961,27.17
"PAK",2013,0.748,0.434,2.68,0.076,0.961,26.45
"PAN",1945,0.477,0.703,5.53,0.08,0.959,38.18
"PAN",1946,0.478,0.702,5.51,0.082,0.957,37.33
"PAN",1947,0.48,0.701,5.49,0.085,0.956,36.5
"PAN",1948,0.481,0.7,5.48,0.087,0.955,35.7
"PAN",1949,0.482,0.699,5.46,0.09,0.954,34.92
"PAN",1950,0.483,0.698,5.44,0.092,0.952,34.17
"PAN",1951,0.485,0.697,5.42,0.095,0.951,33.44
"PAN",1952,0.486,0.696,5.4,0.098,0.949,32.73
"PAN",1953,0.487,0.695,5.39,0.1,0.948,32.04
"PAN",1954,0.489,0.694,5.37,0.103,0.946,31.37
"PAN",1955,0.49,0.693,5.35,0.106,0.945,30.73
"PAN",1956,0.491,0.692,5.33,0.109,0.943,30.1
"PAN",1957,0.493,0.69,5.32,0.112,0.941,29.5
"PAN",1958,0.494,0.689,5.3,0.115,0.94,28.91
"PAN",1959,0.495,0.688,5.28,0.118,0.938,28.34
"PAN",1960,0.497,0.687,5.26,0.122,0.936,27.8
"PAN",1961,0.498,0.686,5.24,0.125,0.934,27.26
"PAN",1962,0.499,0.685,5.23,0.129,0.932,26.75
"PAN",1963,0.501,0.684,5.21,0.132,0.93,26.25
"PAN",1964,0.502,0.683,5.19,0.136,0.928,25.78
"PAN",1965,0.503,0.682,5.17,0.139,0.926,24.92
"PAN",1966,0.505,0.681,5.15,0.143,0.924,23.87
"PAN",1967,0.506,0.679,5.14,0.147,0.922,22.86
"PAN",1968,0.508,0.678,5.12,0.151,0.92,21.89
"PAN",1969,0.509,0.677,5.1,0.155,0.917,20.97
"PAN",1970,0.512,0.675,5.08,0.159,0.915,20.08
"PAN",1971,0.514,0.673,5.06,0.163,0.913,19.23
"PAN",1972,0.516,0.671,5.05,0.168,0.91,18.42
"PAN",1973,0.519,0.669,5.03,0.172,0.908,17.64
"PAN",1974,0.521,0.668,5.01,0.176,0.905,16.89
"PAN",1975,0.524,0.666,4.99,0.181,0.902,16.18
"PAN",1976,0.526,0.664,4.97,0.186,0.9,15.5
"PAN",1977,0.529,0.662,4.96,0.19,0.897,14.84
"PAN",1978,0.531,0.66,4.94,0.195,0.894,14.22
"PAN",1979,0.533,0.658,4.92,0.2,0.891,13.62
"PAN",1980,0.536,0.656,4.9,0.205,0.888,13.04
"PAN",1981,0.538,0.654,4.88,0.21,0.885,12.49
"PAN",1982,0.541,0.652,4.86,0.215,0.882,11.97
"PAN",1983,0.543,0.65,4.85,0.22,0.878,11.46
"PAN",1984,0.545,0.648,4.83,0.226,0.875,10.98
"PAN",1985,0.548,0.646,4.81,0.231,0.872,10.52
"PAN",1986,0.55,0.644,4.79,0.237,0.868,10.08
"PAN",1987,0.553,0.642,4.77,0.242,0.865,9.65
"PAN",1988,0.555,0.64,4.75,0.248,0.861,9.25
"PAN",1989,0.557,0.639,4.74,0.253,0.857,8.86
"PAN",1990,0.56,0.637,4.72,0.259,0.854,8.49
"PAN",1991,0.562,0.635,4.7,0.265,0.85,8.13
"PAN",1992,0.564,0.633,4.68,0.271,0.846,7.79
"PAN",1993,0.567,0.631,4.66,0.277,0.842,7.47
"PAN",1994,0.569,0.629,4.64,0.283,0.838,7.16
"PAN",1995,0.571,0.627,4.63,0.289,0.833,6.86
"PAN",1996,0.574,0.625,4.61,0.295,0.829,6.57
"PAN",1997,0.576,0.623,4.59,0.301,0.825,6.3
"PAN",1998,0.578,0.621,4.57,0.307,0.82,6.04
"PAN",1999,0.581,0.619,4.55,0.313,0.816,5.79
"PAN",2000,0.583,0.616,4.53,0.319,0.811,5.55
"PAN",2001,0.585,0.614,4.52,0.325,0.806,5.32
"PAN",2002,0.587,0.612,4.5,0.331,0.801,5.1
"PAN",2003,0.59,0.61,4.48,0.337,0.796,4.89
"PAN",2004,0.592,0.608,4.46,0.344,0.791,4.69
"PAN",2005,0.594,0.606,4.44,0.35,0.786,4.5
"PAN",2006,0.597,0.604,4.42,0.356,0.781,4.32
"PAN",2007,0.599,0.602,4.41,0.362,0.776,4.14
"PAN",2008,0.601,0.6,4.39,0.368,0.77,3.97
"PAN",2009,0.603,0.598,4.37,0.373,0.765,3.81
"PAN",2010,0.606,0.596,4.35,0.379,0.759,3.66
"PAN",2011,0.608,0.594,4.33,0.385,0.754,3.51
"PAN",2012,0.61,0.592,4.31,0.39,0.748,3.37
"PAN",2013,0.612,0.59,4.3,0.396,0.742,3.24
"PAR",1945,0.09,0.953,29.83,0.033,0.984,70.59
"PAR",1946,0.091,0.953,30.1,0.034,0.983,68.57
"PAR",1947,0.092,0.952,30.38,0.035,0.982,66.62
"PAR",1948,0.093,0.952,30.66,0.036,0.982,64.73
"PAR",1949,0.094,0.951,30.94,0.037,0.981,62.91
"PAR",1950,0.095,0.951,31.22,0.038,0.981,61.14
"PAR",1951,0.096,0.95,31.51,0.039,0.98,59.44
"PAR",1952,0.097,0.95,31.8,0.041,0.979,57.79
"PAR",1953,0.098,0.949,32.09,0.042,0.979,56.19
"PAR",1954,0.099,0.949,32.38,0.043,0.978,54.65
"PAR",1955,0.1,0.948,32.68,0.045,0.977,53.17
"PAR",1956,0.101,0.947,32.97,0.046,0.976,51.73
"PAR",1957,0.102,0.947,33.27,0.048,0.976,50.34
"PAR",1958,0.103,0.946,33.58,0.049,0.975,48.99
"PAR",1959,0.104,0.946,33.88,0.051,0.974,47.7
"PAR",1960,0.105,0.945,34.19,0.053,0.973,46.45
"PAR",1961,0.107,0.944,33.46,0.054,0.972,45.24
"PAR",1962,0.108,0.944,32.42,0.056,0.971,44.07
"PAR",1963,0.109,0.943,31.44,0.058,0.97,42.94
"PAR",1964,0.11,0.943,30.51,0.06,0.969,41.85
"PAR",1965,0.111,0.942,29.63,0.062,0.968,40.8
"PAR",1966,0.112,0.941,28.79,0.064,0.967,39.79
"PAR",1967,0.113,0.941,28,0.066,0.966,38.81
"PAR",1968,0.115,0.94,27.24,0.068,0.965,37.87
"PAR",1969,0.116,0.939,26.52,0.07,0.964,36.97
"PAR",1970,0.117,0.939,25.83,0.072,0.963,36.09
"PAR",1971,0.118,0.938,25.17,0.075,0.961,35.25
"PAR",1972,0.12,0.937,24.54,0.077,0.96,34.44
"PAR",1973,0.121,0.937,23.94,0.08,0.959,33.66
"PAR",1974,0.122,0.936,23.36,0.082,0.958,32.92
"PAR",1975,0.123,0.935,22.81,0.085,0.956,32.2
"PAR",1976,0.125,0.934,22.28,0.087,0.955,31.51
"PAR",1977,0.126,0.934,21.77,0.09,0.953,30.85
"PAR",1978,0.127,0.933,21.27,0.093,0.952,30.21
"PAR",1979,0.128,0.932,20.8,0.096,0.95,29.61
"PAR",1980,0.13,0.931,20.34,0.099,0.949,29.03
"PAR",1981,0.131,0.931,19.9,0.102,0.947,28.48
"PAR",1982,0.132,0.93,19.48,0.105,0.945,27.95
"PAR",1983,0.134,0.929,19.07,0.108,0.943,27.45
"PAR",1984,0.135,0.928,18.68,0.112,0.942,26.98
"PAR",1985,0.136,0.928,18.29,0.115,0.94,26.53
"PAR",1986,0.138,0.927,17.92,0.118,0.938,26.11
"PAR",1987,0.139,0.926,17.57,0.122,0.936,25.71
"PAR",1988,0.141,0.925,17.22,0.126,0.934,25.34
"PAR",1989,0.142,0.924,16.88,0.13,0.932,25
"PAR",1990,0.143,0.924,16.56,0.133,0.93,24.68
"PAR",1991,0.145,0.923,16.24,0.137,0.927,24.39
"PAR",1992,0.146,0.922,15.94,0.141,0.925,24.13
"PAR",1993,0.148,0.921,15.64,0.146,0.923,23.85
"PAR",1994,0.149,0.92,15.35,0.15,0.92,22.51
"PAR",1995,0.151,0.919,15.07,0.154,0.918,21.25
"PAR",1996,0.152,0.918,14.8,0.159,0.915,20.06
"PAR",1997,0.154,0.918,14.53,0.163,0.913,18.93
"PAR",1998,0.155,0.917,14.27,0.168,0.91,17.87
"PAR",1999,0.157,0.916,14.02,0.173,0.907,16.88
"PAR",2000,0.158,0.915,13.78,0.178,0.904,15.93
"PAR",2001,0.16,0.914,13.54,0.183,0.901,15.05
"PAR",2002,0.161,0.913,13.31,0.188,0.898,14.21
"PAR",2003,0.163,0.912,13.08,0.193,0.895,13.42
"PAR",2004,0.164,0.911,12.86,0.198,0.892,12.68
"PAR",2005,0.166,0.91,12.64,0.203,0.889,11.98
"PAR",2006,0.168,0.909,12.43,0.209,0.885,11.31
"PAR",2007,0.169,0.908,12.23,0.214,0.882,10.69
"PAR",2008,0.171,0.907,12.03,0.22,0.878,10.1
"PAR",2009,0.172,0.906,11.83,0.225,0.875,9.55
"PAR",2010,0.174,0.905,11.64,0.231,0.871,9.03
"PAR",2011,0.176,0.904,11.46,0.237,0.867,8.53
"PAR",2012,0.177,0.903,11.28,0.242,0.863,8.07
"PAR",2013,0.179,0.902,11.1,0.248,0.859,7.63
"PER",1945,0.642,0.462,1.29,0.055,0.972,42.63
"PER",1946,0.642,0.462,1.29,0.057,0.971,41.76
"PER",1947,0.641,0.463,1.3,0.058,0.97,40.92
"PER",1948,0.641,0.463,1.3,0.06,0.969,40.1
"PER",1949,0.641,0.464,1.3,0.061,0.968,39.31
"PER",1950,0.64,0.464,1.3,0.063,0.968,38.54
"PER",1951,0.64,0.465,1.3,0.065,0.967,37.8
"PER",1952,0.64,0.465,1.31,0.066,0.966,37.08
"PER",1953,0.639,0.466,1.31,0.068,0.965,36.39
"PER",1954,0.639,0.466,1.31,0.07,0.964,35.71
"PER",1955,0.639,0.466,1.31,0.071,0.963,35.06
"PER",1956,0.639,0.467,1.31,0.073,0.962,34.44
"PER",1957,0.638,0.467,1.32,0.075,0.961,33.83
"PER",1958,0.638,0.468,1.32,0.077,0.96,33.25
"PER",1959,0.638,0.468,1.32,0.079,0.959,32.68
"PER",1960,0.637,0.469,1.32,0.081,0.958,32.14
"PER",1961,0.637,0.469,1.32,0.083,0.957,31.62
"PER",1962,0.637,0.47,1.32,0.085,0.956,31.12
"PER",1963,0.636,0.47,1.33,0.087,0.955,30.63
"PER",1964,0.636,0.471,1.33,0.09,0.954,30.17
"PER",1965,0.636,0.471,1.33,0.092,0.952,29.73
"PER",1966,0.635,0.472,1.33,0.094,0.951,29.31
"PER",1967,0.635,0.472,1.33,0.097,0.95,28.91
"PER",1968,0.635,0.473,1.34,0.099,0.948,28.53
"PER",1969,0.634,0.473,1.34,0.101,0.947,28.17
"PER",1970,0.634,0.473,1.34,0.104,0.946,27.84
"PER",1971,0.634,0.474,1.34,0.106,0.944,27.52
"PER",1972,0.633,0.474,1.34,0.109,0.943,27.22
"PER",1973,0.633,0.475,1.35,0.112,0.941,26.94
"PER",1974,0.633,0.475,1.35,0.115,0.94,26.69
"PER",1975,0.632,0.476,1.35,0.117,0.938,26.46
"PER",1976,0.632,0.476,1.35,0.12,0.937,26.25
"PER",1977,0.632,0.477,1.35,0.123,0.935,26.06
