"year","fiw.pr","fiw.cl","fiw.status","sftgcode"
2005,1,1,"F","LIT"
2006,1,1,"F","LIT"
2007,1,1,"F","LIT"
2008,1,1,"F","LIT"
2009,1,1,"F","LIT"
2010,1,1,"F","LIT"
2011,1,1,"F","LIT"
2012,1,1,"F","LIT"
2013,1,1,"F","LIT"
1972,2,1,"F","LUX"
1973,2,1,"F","LUX"
1974,2,1,"F","LUX"
1975,2,1,"F","LUX"
1976,2,1,"F","LUX"
1977,1,1,"F","LUX"
1978,1,1,"F","LUX"
1979,1,1,"F","LUX"
1980,1,1,"F","LUX"
1982,1,1,"F","LUX"
1983,1,1,"F","LUX"
1984,1,1,"F","LUX"
1985,1,1,"F","LUX"
1986,1,1,"F","LUX"
1987,1,1,"F","LUX"
1988,1,1,"F","LUX"
1989,1,1,"F","LUX"
1990,1,1,"F","LUX"
1991,1,1,"F","LUX"
1992,1,1,"F","LUX"
1993,1,1,"F","LUX"
1994,1,1,"F","LUX"
1995,1,1,"F","LUX"
1996,1,1,"F","LUX"
1997,1,1,"F","LUX"
1998,1,1,"F","LUX"
1999,1,1,"F","LUX"
2000,1,1,"F","LUX"
2001,1,1,"F","LUX"
2002,1,1,"F","LUX"
2003,1,1,"F","LUX"
2004,1,1,"F","LUX"
2005,1,1,"F","LUX"
2006,1,1,"F","LUX"
2007,1,1,"F","LUX"
2008,1,1,"F","LUX"
2009,1,1,"F","LUX"
2010,1,1,"F","LUX"
2011,1,1,"F","LUX"
2012,1,1,"F","LUX"
2013,1,1,"F","LUX"
1992,3,4,"PF","MAC"
1993,3,3,"PF","MAC"
1994,4,3,"PF","MAC"
1995,4,3,"PF","MAC"
1996,4,3,"PF","MAC"
1997,4,3,"PF","MAC"
1998,3,3,"PF","MAC"
1999,3,3,"PF","MAC"
2000,4,3,"PF","MAC"
2001,4,4,"PF","MAC"
2002,3,3,"PF","MAC"
2003,3,3,"PF","MAC"
2004,3,3,"PF","MAC"
2005,3,3,"PF","MAC"
2006,3,3,"PF","MAC"
2007,3,3,"PF","MAC"
2008,3,3,"PF","MAC"
2009,3,3,"PF","MAC"
2010,3,3,"PF","MAC"
2011,3,3,"PF","MAC"
2012,3,3,"PF","MAC"
2013,3,3,"PF","MAC"
1972,5,3,"PF","MAG"
1973,5,4,"PF","MAG"
1974,5,4,"PF","MAG"
1975,5,5,"PF","MAG"
1976,6,5,"NF","MAG"
1977,5,5,"PF","MAG"
1978,6,6,"NF","MAG"
1979,6,6,"NF","MAG"
1980,6,6,"NF","MAG"
1982,6,6,"NF","MAG"
1983,5,6,"PF","MAG"
1984,5,6,"PF","MAG"
1985,5,6,"PF","MAG"
1986,5,5,"PF","MAG"
1987,5,5,"PF","MAG"
1988,5,5,"PF","MAG"
1989,5,4,"PF","MAG"
1990,4,4,"PF","MAG"
1991,4,4,"PF","MAG"
1992,4,4,"PF","MAG"
1993,2,4,"PF","MAG"
1994,2,4,"PF","MAG"
1995,2,4,"PF","MAG"
1996,2,4,"PF","MAG"
1997,2,4,"PF","MAG"
1998,2,4,"PF","MAG"
1999,2,4,"PF","MAG"
2000,2,4,"PF","MAG"
2001,2,4,"PF","MAG"
2002,3,4,"PF","MAG"
2003,3,3,"PF","MAG"
2004,3,3,"PF","MAG"
2005,3,3,"PF","MAG"
2006,4,3,"PF","MAG"
2007,4,3,"PF","MAG"
2008,4,3,"PF","MAG"
2009,6,4,"PF","MAG"
2010,6,4,"PF","MAG"
2011,6,4,"PF","MAG"
2012,6,4,"PF","MAG"
2013,5,4,"PF","MAG"
1972,7,6,"NF","MAW"
1973,7,6,"NF","MAW"
1974,7,6,"NF","MAW"
1975,7,6,"NF","MAW"
1976,7,6,"NF","MAW"
1977,7,6,"NF","MAW"
1978,6,7,"NF","MAW"
1979,6,7,"NF","MAW"
1980,6,7,"NF","MAW"
1982,6,7,"NF","MAW"
1983,6,7,"NF","MAW"
1984,6,7,"NF","MAW"
1985,6,7,"NF","MAW"
1986,6,7,"NF","MAW"
1987,6,7,"NF","MAW"
1988,6,7,"NF","MAW"
1989,7,6,"NF","MAW"
1990,7,6,"NF","MAW"
1991,7,6,"NF","MAW"
1992,6,7,"NF","MAW"
1993,6,5,"NF","MAW"
1994,2,3,"F","MAW"
1995,2,3,"F","MAW"
1996,2,3,"F","MAW"
1997,2,3,"F","MAW"
1998,2,3,"F","MAW"
1999,3,3,"PF","MAW"
2000,3,3,"PF","MAW"
2001,4,3,"PF","MAW"
2002,4,4,"PF","MAW"
2003,3,4,"PF","MAW"
2004,4,4,"PF","MAW"
2005,4,4,"PF","MAW"
2006,4,3,"PF","MAW"
2007,4,4,"PF","MAW"
2008,4,4,"PF","MAW"
2009,3,4,"PF","MAW"
2010,3,4,"PF","MAW"
2011,3,4,"PF","MAW"
2012,3,4,"PF","MAW"
2013,3,4,"PF","MAW"
1972,2,3,"F","MAL"
1973,2,3,"F","MAL"
1974,3,3,"PF","MAL"
1975,3,4,"PF","MAL"
1976,3,4,"PF","MAL"
1977,3,4,"PF","MAL"
1978,3,4,"PF","MAL"
1979,3,4,"PF","MAL"
1980,3,4,"PF","MAL"
1982,3,4,"PF","MAL"
1983,3,4,"PF","MAL"
1984,3,5,"PF","MAL"
1985,3,5,"PF","MAL"
1986,3,5,"PF","MAL"
1987,3,5,"PF","MAL"
1988,4,5,"PF","MAL"
1989,5,4,"PF","MAL"
1990,5,4,"PF","MAL"
1991,5,4,"PF","MAL"
1992,5,4,"PF","MAL"
1993,4,5,"PF","MAL"
1994,4,5,"PF","MAL"
1995,4,5,"PF","MAL"
1996,4,5,"PF","MAL"
1997,4,5,"PF","MAL"
1998,5,5,"PF","MAL"
1999,5,5,"PF","MAL"
2000,5,5,"PF","MAL"
2001,5,5,"PF","MAL"
2002,5,5,"PF","MAL"
2003,5,4,"PF","MAL"
2004,4,4,"PF","MAL"
2005,4,4,"PF","MAL"
2006,4,4,"PF","MAL"
2007,4,4,"PF","MAL"
2008,4,4,"PF","MAL"
2009,4,4,"PF","MAL"
2010,4,4,"PF","MAL"
2011,4,4,"PF","MAL"
2012,4,4,"PF","MAL"
2013,4,4,"PF","MAL"
1972,3,2,"F","MAD"
1973,3,2,"PF","MAD"
1974,3,2,"PF","MAD"
1975,4,4,"PF","MAD"
1976,4,4,"PF","MAD"
1977,4,4,"PF","MAD"
1978,5,5,"PF","MAD"
1979,5,5,"PF","MAD"
1980,5,5,"PF","MAD"
1982,5,5,"PF","MAD"
1983,5,5,"PF","MAD"
1984,5,5,"PF","MAD"
1985,5,5,"PF","MAD"
1986,5,6,"PF","MAD"
1987,5,6,"PF","MAD"
1988,5,6,"NF","MAD"
1989,6,5,"NF","MAD"
1990,6,5,"NF","MAD"
1991,6,5,"NF","MAD"
1992,6,5,"NF","MAD"
1993,6,6,"NF","MAD"
1994,6,6,"NF","MAD"
1995,6,6,"NF","MAD"
1996,6,6,"NF","MAD"
1997,6,6,"NF","MAD"
1998,6,5,"NF","MAD"
1999,6,5,"NF","MAD"
2000,6,5,"NF","MAD"
2001,6,5,"NF","MAD"
2002,6,5,"NF","MAD"
2003,6,5,"NF","MAD"
2004,6,5,"NF","MAD"
2005,6,5,"NF","MAD"
2006,6,5,"NF","MAD"
2007,6,5,"NF","MAD"
2008,4,4,"PF","MAD"
2009,3,4,"PF","MAD"
2010,3,4,"PF","MAD"
2011,3,4,"PF","MAD"
2012,5,4,"PF","MAD"
2013,4,4,"PF","MAD"
1972,7,6,"NF","MLI"
1973,7,6,"NF","MLI"
1974,7,6,"NF","MLI"
1975,7,7,"NF","MLI"
1976,7,7,"NF","MLI"
1977,7,7,"NF","MLI"
1978,7,6,"NF","MLI"
1979,7,6,"NF","MLI"
1980,7,6,"NF","MLI"
1982,7,6,"NF","MLI"
1983,7,6,"NF","MLI"
1984,7,6,"NF","MLI"
1985,7,6,"NF","MLI"
1986,7,6,"NF","MLI"
1987,7,6,"NF","MLI"
1988,6,6,"NF","MLI"
1989,6,6,"NF","MLI"
1990,6,5,"NF","MLI"
1991,6,4,"PF","MLI"
1992,2,3,"F","MLI"
1993,2,3,"F","MLI"
1994,2,4,"PF","MLI"
1995,2,3,"F","MLI"
1996,2,2,"F","MLI"
1997,3,3,"F","MLI"
1998,3,3,"F","MLI"
1999,3,3,"F","MLI"
2000,2,3,"F","MLI"
2001,2,3,"F","MLI"
2002,2,3,"F","MLI"
2003,2,2,"F","MLI"
2004,2,2,"F","MLI"
2005,2,2,"F","MLI"
2006,2,2,"F","MLI"
2007,2,3,"F","MLI"
2008,2,3,"F","MLI"
2009,2,3,"F","MLI"
2010,2,3,"F","MLI"
2011,2,3,"F","MLI"
2012,7,5,"NF","MLI"
2013,5,4,"PF","MLI"
1972,1,2,"F","MLT"
1973,1,1,"F","MLT"
1974,1,1,"F","MLT"
1975,1,1,"F","MLT"
1976,1,2,"F","MLT"
1977,2,2,"F","MLT"
1978,2,2,"F","MLT"
1979,2,3,"F","MLT"
1980,2,3,"F","MLT"
1982,2,3,"F","MLT"
1983,2,4,"PF","MLT"
1984,2,4,"PF","MLT"
1985,2,4,"PF","MLT"
1986,2,4,"PF","MLT"
1987,1,2,"F","MLT"
1988,1,2,"F","MLT"
1989,1,1,"F","MLT"
1990,1,1,"F","MLT"
1991,1,1,"F","MLT"
1992,1,1,"F","MLT"
1993,1,1,"F","MLT"
1994,1,1,"F","MLT"
1995,1,1,"F","MLT"
1996,1,1,"F","MLT"
1997,1,1,"F","MLT"
1998,1,1,"F","MLT"
1999,1,1,"F","MLT"
2000,1,1,"F","MLT"
2001,1,1,"F","MLT"
2002,1,1,"F","MLT"
2003,1,1,"F","MLT"
2004,1,1,"F","MLT"
2005,1,1,"F","MLT"
2006,1,1,"F","MLT"
2007,1,1,"F","MLT"
2008,1,1,"F","MLT"
2009,1,1,"F","MLT"
2010,1,1,"F","MLT"
2011,1,1,"F","MLT"
2012,1,1,"F","MLT"
2013,1,1,"F","MLT"
1972,6,6,"NF","MAA"
1973,6,6,"NF","MAA"
1974,5,6,"NF","MAA"
1975,6,6,"NF","MAA"
1976,6,6,"NF","MAA"
1977,6,6,"NF","MAA"
1978,6,6,"NF","MAA"
1979,7,6,"NF","MAA"
1980,7,6,"NF","MAA"
1982,7,6,"NF","MAA"
1983,7,6,"NF","MAA"
1984,7,6,"NF","MAA"
1985,7,6,"NF","MAA"
1986,7,6,"NF","MAA"
1987,6,6,"NF","MAA"
1988,6,6,"NF","MAA"
1989,7,6,"NF","MAA"
1990,7,6,"NF","MAA"
1991,7,6,"NF","MAA"
1992,7,6,"NF","MAA"
1993,7,6,"NF","MAA"
1994,7,7,"NF","MAA"
1995,6,6,"NF","MAA"
1996,6,6,"NF","MAA"
1997,6,6,"NF","MAA"
1998,6,5,"NF","MAA"
1999,6,5,"NF","MAA"
2000,6,5,"NF","MAA"
2001,5,5,"PF","MAA"
2002,5,5,"PF","MAA"
2003,6,5,"NF","MAA"
2004,6,5,"NF","MAA"
2005,6,4,"PF","MAA"
2006,5,4,"PF","MAA"
2007,4,4,"PF","MAA"
2008,6,5,"NF","MAA"
2009,6,5,"NF","MAA"
2010,6,5,"NF","MAA"
2011,6,5,"NF","MAA"
2012,6,5,"NF","MAA"
2013,6,5,"NF","MAA"
1972,3,2,"F","MAS"
1973,3,2,"F","MAS"
1974,3,2,"F","MAS"
1975,3,2,"F","MAS"
1976,3,2,"F","MAS"
1977,2,2,"F","MAS"
1978,2,4,"PF","MAS"
1979,2,4,"PF","MAS"
1980,3,3,"PF","MAS"
1982,2,3,"F","MAS"
1983,2,2,"F","MAS"
1984,2,2,"F","MAS"
1985,2,2,"F","MAS"
1986,2,2,"F","MAS"
1987,2,2,"F","MAS"
1988,2,2,"F","MAS"
1989,2,2,"F","MAS"
1990,2,2,"F","MAS"
1991,1,2,"F","MAS"
1992,2,2,"F","MAS"
1993,1,2,"F","MAS"
1994,1,2,"F","MAS"
1995,1,2,"F","MAS"
1996,1,2,"F","MAS"
1997,1,2,"F","MAS"
1998,1,2,"F","MAS"
1999,1,2,"F","MAS"
2000,1,2,"F","MAS"
2001,1,2,"F","MAS"
2002,1,2,"F","MAS"
2003,1,2,"F","MAS"
2004,1,1,"F","MAS"
2005,1,1,"F","MAS"
2006,1,2,"F","MAS"
2007,1,2,"F","MAS"
2008,1,2,"F","MAS"
2009,1,2,"F","MAS"
2010,1,2,"F","MAS"
2011,1,2,"F","MAS"
2012,1,2,"F","MAS"
2013,1,2,"F","MAS"
1972,5,3,"PF","MEX"
1973,4,3,"PF","MEX"
1974,4,3,"PF","MEX"
1975,4,3,"PF","MEX"
1976,4,4,"PF","MEX"
1977,4,3,"PF","MEX"
1978,4,4,"PF","MEX"
1979,3,4,"PF","MEX"
1980,3,4,"PF","MEX"
1982,3,4,"PF","MEX"
1983,3,4,"PF","MEX"
1984,3,4,"PF","MEX"
1985,4,4,"PF","MEX"
1986,4,4,"PF","MEX"
1987,4,4,"PF","MEX"
1988,3,4,"PF","MEX"
1989,4,3,"PF","MEX"
1990,4,4,"PF","MEX"
1991,4,4,"PF","MEX"
1992,4,3,"PF","MEX"
1993,4,4,"PF","MEX"
1994,4,4,"PF","MEX"
1995,4,4,"PF","MEX"
1996,4,3,"PF","MEX"
1997,3,4,"PF","MEX"
1998,3,4,"PF","MEX"
1999,3,4,"PF","MEX"
2000,2,3,"F","MEX"
2001,2,3,"F","MEX"
2002,2,2,"F","MEX"
2003,2,2,"F","MEX"
2004,2,2,"F","MEX"
2005,2,2,"F","MEX"
2006,2,3,"F","MEX"
2007,2,3,"F","MEX"
2008,2,3,"F","MEX"
2009,2,3,"F","MEX"
2010,3,3,"PF","MEX"
2011,3,3,"PF","MEX"
2012,3,3,"PF","MEX"
2013,3,3,"PF","MEX"
1991,5,4,"PF","MLD"
1992,5,5,"PF","MLD"
1993,5,5,"PF","MLD"
1994,4,4,"PF","MLD"
1995,4,4,"PF","MLD"
1996,3,4,"PF","MLD"
1997,3,4,"PF","MLD"
1998,2,4,"PF","MLD"
1999,2,4,"PF","MLD"
2000,2,4,"PF","MLD"
2001,2,4,"PF","MLD"
2002,3,4,"PF","MLD"
2003,3,4,"PF","MLD"
2004,3,4,"PF","MLD"
2005,3,4,"PF","MLD"
2006,3,4,"PF","MLD"
2007,3,4,"PF","MLD"
2008,4,4,"PF","MLD"
2009,3,4,"PF","MLD"
2010,3,3,"PF","MLD"
2011,3,3,"PF","MLD"
2012,3,3,"PF","MLD"
2013,3,3,"PF","MLD"
1972,7,7,"NF","MON"
1973,7,7,"NF","MON"
1974,7,7,"NF","MON"
1975,7,7,"NF","MON"
1976,7,7,"NF","MON"
1977,7,7,"NF","MON"
1978,7,7,"NF","MON"
1979,7,7,"NF","MON"
1980,7,7,"NF","MON"
1982,7,7,"NF","MON"
1983,7,7,"NF","MON"
1984,7,7,"NF","MON"
1985,7,7,"NF","MON"
1986,7,7,"NF","MON"
1987,7,7,"NF","MON"
1988,7,7,"NF","MON"
1989,7,7,"NF","MON"
1990,4,4,"PF","MON"
1991,2,3,"F","MON"
1992,3,2,"F","MON"
1993,2,3,"F","MON"
1994,2,3,"F","MON"
1995,2,3,"F","MON"
1996,2,3,"F","MON"
1997,2,3,"F","MON"
1998,2,3,"F","MON"
1999,2,3,"F","MON"
2000,2,3,"F","MON"
2001,2,3,"F","MON"
2002,2,2,"F","MON"
2003,2,2,"F","MON"
2004,2,2,"F","MON"
2005,2,2,"F","MON"
2006,2,2,"F","MON"
2007,2,2,"F","MON"
2008,2,2,"F","MON"
2009,2,2,"F","MON"
2010,2,2,"F","MON"
2011,2,2,"F","MON"
2012,1,2,"F","MON"
2013,1,2,"F","MON"
2006,3,3,"PF","MNE"
2007,3,3,"PF","MNE"
2008,3,3,"PF","MNE"
2009,3,2,"F","MNE"
2010,3,2,"F","MNE"
2011,3,2,"F","MNE"
2012,3,2,"F","MNE"
2013,3,2,"F","MNE"
1972,5,4,"PF","MOR"
1973,5,5,"PF","MOR"
1974,5,5,"PF","MOR"
1975,5,5,"PF","MOR"
1976,5,5,"PF","MOR"
1977,3,4,"PF","MOR"
1978,3,4,"PF","MOR"
1979,4,4,"PF","MOR"
1980,4,4,"PF","MOR"
1982,4,5,"PF","MOR"
1983,4,5,"PF","MOR"
1984,4,5,"PF","MOR"
1985,4,5,"PF","MOR"
1986,4,5,"PF","MOR"
1987,4,5,"PF","MOR"
1988,4,5,"PF","MOR"
1989,4,4,"PF","MOR"
1990,4,4,"PF","MOR"
1991,5,5,"PF","MOR"
1992,6,5,"PF","MOR"
1993,5,5,"PF","MOR"
1994,5,5,"PF","MOR"
1995,5,5,"PF","MOR"
1996,5,5,"PF","MOR"
1997,5,5,"PF","MOR"
1998,5,4,"PF","MOR"
1999,5,4,"PF","MOR"
2000,5,4,"PF","MOR"
2001,5,5,"PF","MOR"
2002,5,5,"PF","MOR"
2003,5,5,"PF","MOR"
2004,5,4,"PF","MOR"
2005,5,4,"PF","MOR"
2006,5,4,"PF","MOR"
2007,5,4,"PF","MOR"
2008,5,4,"PF","MOR"
2009,5,4,"PF","MOR"
2010,5,4,"PF","MOR"
2011,5,4,"PF","MOR"
2012,5,4,"PF","MOR"
2013,5,4,"PF","MOR"
1975,6,6,"NF","MZM"
1976,7,7,"NF","MZM"
1977,7,7,"NF","MZM"
1978,7,7,"NF","MZM"
1979,7,7,"NF","MZM"
1980,7,7,"NF","MZM"
1982,7,7,"NF","MZM"
1983,7,6,"NF","MZM"
1984,6,7,"NF","MZM"
1985,6,7,"NF","MZM"
1986,6,7,"NF","MZM"
1987,6,7,"NF","MZM"
1988,6,7,"NF","MZM"
1989,6,7,"NF","MZM"
1990,6,6,"NF","MZM"
1991,6,4,"PF","MZM"
1992,6,4,"PF","MZM"
1993,6,5,"NF","MZM"
1994,3,5,"PF","MZM"
1995,3,4,"PF","MZM"
1996,3,4,"PF","MZM"
1997,3,4,"PF","MZM"
1998,3,4,"PF","MZM"
1999,3,4,"PF","MZM"
2000,3,4,"PF","MZM"
2001,3,4,"PF","MZM"
2002,3,4,"PF","MZM"
2003,3,4,"PF","MZM"
2004,3,4,"PF","MZM"
2005,3,4,"PF","MZM"
2006,3,4,"PF","MZM"
2007,3,3,"PF","MZM"
2008,3,3,"PF","MZM"
2009,4,3,"PF","MZM"
2010,4,3,"PF","MZM"
2011,4,3,"PF","MZM"
2012,4,3,"PF","MZM"
2013,4,3,"PF","MZM"
1972,6,5,"NF","NAM"
1973,6,5,"NF","NAM"
1974,6,5,"NF","NAM"
1989,4,3,"PF","NAM"
1990,2,3,"F","NAM"
1991,2,3,"F","NAM"
1992,2,2,"F","NAM"
1993,2,3,"F","NAM"
1994,2,3,"F","NAM"
1995,2,3,"F","NAM"
1996,2,3,"F","NAM"
1997,2,3,"F","NAM"
1998,2,3,"F","NAM"
1999,2,3,"F","NAM"
2000,2,3,"F","NAM"
2001,2,3,"F","NAM"
2002,2,3,"F","NAM"
2003,2,3,"F","NAM"
2004,2,3,"F","NAM"
2005,2,2,"F","NAM"
2006,2,2,"F","NAM"
2007,2,2,"F","NAM"
2008,2,2,"F","NAM"
2009,2,2,"F","NAM"
2010,2,2,"F","NAM"
2011,2,2,"F","NAM"
2012,2,2,"F","NAM"
2013,2,2,"F","NAM"
1972,6,5,"NF","NEP"
1973,6,5,"NF","NEP"
1974,6,5,"NF","NEP"
1975,6,5,"NF","NEP"
1976,6,5,"NF","NEP"
1977,6,5,"PF","NEP"
1978,6,5,"PF","NEP"
1979,5,4,"PF","NEP"
1980,3,4,"PF","NEP"
1982,3,4,"PF","NEP"
1983,3,4,"PF","NEP"
1984,3,4,"PF","NEP"
1985,3,4,"PF","NEP"
1986,3,4,"PF","NEP"
1987,3,4,"PF","NEP"
1988,3,4,"PF","NEP"
1989,4,5,"PF","NEP"
1990,4,4,"PF","NEP"
1991,2,3,"F","NEP"
1992,2,3,"F","NEP"
1993,3,4,"PF","NEP"
1994,3,4,"PF","NEP"
1995,3,4,"PF","NEP"
1996,3,4,"PF","NEP"
1997,3,4,"PF","NEP"
1998,3,4,"PF","NEP"
1999,3,4,"PF","NEP"
2000,3,4,"PF","NEP"
2001,3,4,"PF","NEP"
2002,4,4,"PF","NEP"
2003,5,4,"PF","NEP"
2004,5,5,"PF","NEP"
2005,6,5,"NF","NEP"
2006,5,4,"PF","NEP"
2007,5,4,"PF","NEP"
2008,4,4,"PF","NEP"
2009,4,4,"PF","NEP"
2010,4,4,"PF","NEP"
2011,4,4,"PF","NEP"
2012,4,4,"PF","NEP"
2013,4,4,"PF","NEP"
1972,1,1,"F","NTH"
1973,1,1,"F","NTH"
1974,1,1,"F","NTH"
1975,1,1,"F","NTH"
1976,1,1,"F","NTH"
1977,1,1,"F","NTH"
1978,1,1,"F","NTH"
1979,1,1,"F","NTH"
1980,1,1,"F","NTH"
1982,1,1,"F","NTH"
1983,1,1,"F","NTH"
1984,1,1,"F","NTH"
1985,1,1,"F","NTH"
1986,1,1,"F","NTH"
1987,1,1,"F","NTH"
1988,1,1,"F","NTH"
1989,1,1,"F","NTH"
1990,1,1,"F","NTH"
1991,1,1,"F","NTH"
1992,1,1,"F","NTH"
1993,1,1,"F","NTH"
1994,1,1,"F","NTH"
1995,1,1,"F","NTH"
1996,1,1,"F","NTH"
1997,1,1,"F","NTH"
1998,1,1,"F","NTH"
1999,1,1,"F","NTH"
2000,1,1,"F","NTH"
2001,1,1,"F","NTH"
2002,1,1,"F","NTH"
2003,1,1,"F","NTH"
2004,1,1,"F","NTH"
2005,1,1,"F","NTH"
2006,1,1,"F","NTH"
2007,1,1,"F","NTH"
2008,1,1,"F","NTH"
2009,1,1,"F","NTH"
2010,1,1,"F","NTH"
2011,1,1,"F","NTH"
2012,1,1,"F","NTH"
2013,1,1,"F","NTH"
1972,1,1,"F","NEW"
1973,1,1,"F","NEW"
1974,1,1,"F","NEW"
1975,1,1,"F","NEW"
1976,1,1,"F","NEW"
1977,1,1,"F","NEW"
1978,1,1,"F","NEW"
1979,1,1,"F","NEW"
1980,1,1,"F","NEW"
1982,1,1,"F","NEW"
1983,1,1,"F","NEW"
1984,1,1,"F","NEW"
1985,1,1,"F","NEW"
1986,1,1,"F","NEW"
1987,1,1,"F","NEW"
1988,1,1,"F","NEW"
1989,1,1,"F","NEW"
1990,1,1,"F","NEW"
1991,1,1,"F","NEW"
1992,1,1,"F","NEW"
1993,1,1,"F","NEW"
1994,1,1,"F","NEW"
1995,1,1,"F","NEW"
1996,1,1,"F","NEW"
1997,1,1,"F","NEW"
1998,1,1,"F","NEW"
1999,1,1,"F","NEW"
2000,1,1,"F","NEW"
2001,1,1,"F","NEW"
2002,1,1,"F","NEW"
2003,1,1,"F","NEW"
2004,1,1,"F","NEW"
2005,1,1,"F","NEW"
2006,1,1,"F","NEW"
2007,1,1,"F","NEW"
2008,1,1,"F","NEW"
2009,1,1,"F","NEW"
2010,1,1,"F","NEW"
2011,1,1,"F","NEW"
2012,1,1,"F","NEW"
2013,1,1,"F","NEW"
1972,4,3,"PF","NIC"
1973,5,4,"PF","NIC"
1974,5,4,"PF","NIC"
1975,5,4,"PF","NIC"
1976,5,5,"PF","NIC"
1977,5,5,"PF","NIC"
1978,5,5,"PF","NIC"
1979,5,5,"PF","NIC"
1980,5,5,"PF","NIC"
1982,6,5,"PF","NIC"
1983,6,5,"PF","NIC"
1984,5,5,"PF","NIC"
1985,5,5,"PF","NIC"
1986,5,6,"PF","NIC"
1987,5,5,"PF","NIC"
1988,5,4,"PF","NIC"
1989,5,5,"PF","NIC"
1990,3,3,"PF","NIC"
1991,3,3,"PF","NIC"
1992,4,3,"PF","NIC"
1993,4,5,"PF","NIC"
1994,4,5,"PF","NIC"
1995,4,4,"PF","NIC"
1996,3,3,"PF","NIC"
1997,3,3,"PF","NIC"
1998,2,3,"PF","NIC"
1999,3,3,"PF","NIC"
2000,3,3,"PF","NIC"
2001,3,3,"PF","NIC"
2002,3,3,"PF","NIC"
2003,3,3,"PF","NIC"
2004,3,3,"PF","NIC"
2005,3,3,"PF","NIC"
2006,3,3,"PF","NIC"
2007,3,3,"PF","NIC"
2008,4,3,"PF","NIC"
2009,4,4,"PF","NIC"
2010,4,4,"PF","NIC"
2011,5,4,"PF","NIC"
2012,5,4,"PF","NIC"
2013,4,3,"PF","NIC"
1972,6,6,"NF","NIR"
1973,6,6,"NF","NIR"
1974,7,6,"NF","NIR"
1975,7,6,"NF","NIR"
1976,7,6,"NF","NIR"
1977,7,6,"NF","NIR"
1978,7,6,"NF","NIR"
1979,7,6,"NF","NIR"
1980,7,6,"NF","NIR"
1982,7,6,"NF","NIR"
1983,7,6,"NF","NIR"
1984,7,6,"NF","NIR"
1985,7,6,"NF","NIR"
1986,7,6,"NF","NIR"
1987,7,6,"NF","NIR"
1988,6,6,"NF","NIR"
1989,7,6,"NF","NIR"
1990,6,5,"NF","NIR"
1991,6,5,"PF","NIR"
1992,5,4,"PF","NIR"
1993,3,4,"PF","NIR"
1994,3,5,"PF","NIR"
1995,3,5,"PF","NIR"
1996,7,5,"NF","NIR"
1997,7,5,"NF","NIR"
1998,7,5,"NF","NIR"
1999,5,5,"PF","NIR"
2000,4,4,"PF","NIR"
2001,4,4,"PF","NIR"
2002,4,4,"PF","NIR"
2003,4,4,"PF","NIR"
2004,3,3,"PF","NIR"
2005,3,3,"PF","NIR"
2006,3,3,"PF","NIR"
2007,3,4,"PF","NIR"
2008,3,4,"PF","NIR"
2009,5,4,"PF","NIR"
2010,5,4,"PF","NIR"
2011,3,4,"PF","NIR"
2012,3,4,"PF","NIR"
2013,3,4,"PF","NIR"
1972,6,4,"PF","NIG"
1973,6,4,"PF","NIG"
1974,6,4,"PF","NIG"
1975,6,5,"PF","NIG"
1976,6,4,"PF","NIG"
1977,5,4,"PF","NIG"
1978,5,3,"PF","NIG"
1979,2,3,"F","NIG"
1980,2,3,"F","NIG"
1982,2,3,"F","NIG"
1983,2,3,"F","NIG"
1984,7,5,"NF","NIG"
1985,7,5,"NF","NIG"
1986,7,5,"NF","NIG"
1987,6,5,"PF","NIG"
1988,5,5,"PF","NIG"
1989,6,5,"PF","NIG"
1990,5,5,"PF","NIG"
1991,5,4,"PF","NIG"
1992,5,4,"PF","NIG"
1993,7,5,"NF","NIG"
1994,7,6,"NF","NIG"
1995,7,7,"NF","NIG"
1996,7,6,"NF","NIG"
1997,7,6,"NF","NIG"
1998,6,4,"PF","NIG"
1999,4,3,"PF","NIG"
2000,4,4,"PF","NIG"
2001,4,5,"PF","NIG"
2002,4,5,"PF","NIG"
2003,4,4,"PF","NIG"
2004,4,4,"PF","NIG"
2005,4,4,"PF","NIG"
2006,4,4,"PF","NIG"
2007,4,4,"PF","NIG"
2008,5,4,"PF","NIG"
2009,5,4,"PF","NIG"
2010,4,4,"PF","NIG"
2011,4,4,"PF","NIG"
2012,4,5,"PF","NIG"
2013,4,5,"PF","NIG"
1972,7,7,"NF","PRK"
1973,7,7,"NF","PRK"
1974,7,7,"NF","PRK"
1975,7,7,"NF","PRK"
1976,7,7,"NF","PRK"
1977,7,7,"NF","PRK"
1978,7,7,"NF","PRK"
1979,7,7,"NF","PRK"
1980,7,7,"NF","PRK"
1982,7,7,"NF","PRK"
1983,7,7,"NF","PRK"
1984,7,7,"NF","PRK"
1985,7,7,"NF","PRK"
1986,7,7,"NF","PRK"
1987,7,7,"NF","PRK"
1988,7,7,"NF","PRK"
1989,7,7,"NF","PRK"
1990,7,7,"NF","PRK"
1991,7,7,"NF","PRK"
1992,7,7,"NF","PRK"
1993,7,7,"NF","PRK"
1994,7,7,"NF","PRK"
1995,7,7,"NF","PRK"
1996,7,7,"NF","PRK"
1997,7,7,"NF","PRK"
1998,7,7,"NF","PRK"
1999,7,7,"NF","PRK"
2000,7,7,"NF","PRK"
