"sftgcode","year","pol.democ","pol.autoc","pol.polity","pol.polity2","pol.durable","pol.xrreg","pol.xrcomp","pol.xropen","pol.xconst","pol.parreg","pol.parcomp","pol.exrec","pol.exconst","pol.polcomp"
"MOR",1973,0,9,-9,-9,8,3,1,1,1,4,2,1,1,2
"MOR",1974,0,9,-9,-9,9,3,1,1,1,4,2,1,1,2
"MOR",1975,0,9,-9,-9,10,3,1,1,1,4,2,1,1,2
"MOR",1976,0,9,-9,-9,11,3,1,1,1,4,2,1,1,2
"MOR",1977,0,8,-8,-8,12,3,1,2,2,4,2,2,2,2
"MOR",1978,0,8,-8,-8,13,3,1,2,2,4,2,2,2,2
"MOR",1979,0,8,-8,-8,14,3,1,2,2,4,2,2,2,2
"MOR",1980,0,8,-8,-8,15,3,1,2,2,4,2,2,2,2
"MOR",1981,0,8,-8,-8,16,3,1,2,2,4,2,2,2,2
"MOR",1982,0,8,-8,-8,17,3,1,2,2,4,2,2,2,2
"MOR",1983,0,8,-8,-8,18,3,1,2,2,4,2,2,2,2
"MOR",1984,0,8,-8,-8,19,3,1,2,2,4,2,2,2,2
"MOR",1985,0,8,-8,-8,20,3,1,2,2,4,2,2,2,2
"MOR",1986,0,8,-8,-8,21,3,1,2,2,4,2,2,2,2
"MOR",1987,0,8,-8,-8,22,3,1,2,2,4,2,2,2,2
"MOR",1988,0,8,-8,-8,23,3,1,2,2,4,2,2,2,2
"MOR",1989,0,8,-8,-8,24,3,1,2,2,4,2,2,2,2
"MOR",1990,0,8,-8,-8,25,3,1,2,2,4,2,2,2,2
"MOR",1991,0,8,-8,-8,26,3,1,2,2,4,2,2,2,2
"MOR",1992,0,7,-7,-7,27,3,1,2,3,4,2,2,3,2
"MOR",1993,0,7,-7,-7,28,3,1,2,3,4,2,2,3,2
"MOR",1994,0,7,-7,-7,29,3,1,2,3,4,2,2,3,2
"MOR",1995,0,7,-7,-7,30,3,1,2,3,4,2,2,3,2
"MOR",1996,0,7,-7,-7,31,3,1,2,3,4,2,2,3,2
"MOR",1997,0,7,-7,-7,32,3,1,2,3,4,2,2,3,2
"MOR",1998,0,6,-6,-6,33,3,1,2,3,3,2,2,3,3
"MOR",1999,0,6,-6,-6,34,3,1,2,3,3,2,2,3,3
"MOR",2000,0,6,-6,-6,35,3,1,2,3,3,2,2,3,3
"MOR",2001,0,6,-6,-6,36,3,1,2,3,3,2,2,3,3
"MOR",2002,0,6,-6,-6,37,3,1,2,3,3,2,2,3,3
"MOR",2003,0,6,-6,-6,38,3,1,2,3,3,2,2,3,3
"MOR",2004,0,6,-6,-6,39,3,1,2,3,3,2,2,3,3
"MOR",2005,0,6,-6,-6,40,3,1,2,3,3,2,2,3,3
"MOR",2006,0,6,-6,-6,41,3,1,2,3,3,2,2,3,3
"MOR",2007,0,6,-6,-6,42,3,1,2,3,3,2,2,3,3
"MOR",2008,0,6,-6,-6,43,3,1,2,3,3,2,2,3,3
"MOR",2009,0,6,-6,-6,44,3,1,2,3,3,2,2,3,3
"MOR",2010,0,6,-6,-6,45,3,1,2,3,3,2,2,3,3
"MOR",2011,1,5,-4,-4,46,3,1,2,4,3,2,2,4,3
"MOR",2012,1,5,-4,-4,47,3,1,2,4,3,2,2,4,3
"MOR",2013,1,5,-4,-4,48,3,1,2,4,3,2,2,4,3
"MOR",2014,1,5,-4,-4,49,3,1,2,4,3,2,2,4,3
"MYA",1948,8,0,8,8,0,3,3,4,7,2,3,8,7,7
"MYA",1949,8,0,8,8,1,3,3,4,7,2,3,8,7,7
"MYA",1950,8,0,8,8,2,3,3,4,7,2,3,8,7,7
"MYA",1951,8,0,8,8,3,3,3,4,7,2,3,8,7,7
"MYA",1952,8,0,8,8,4,3,3,4,7,2,3,8,7,7
"MYA",1953,8,0,8,8,5,3,3,4,7,2,3,8,7,7
"MYA",1954,8,0,8,8,6,3,3,4,7,2,3,8,7,7
"MYA",1955,8,0,8,8,7,3,3,4,7,2,3,8,7,7
"MYA",1956,8,0,8,8,8,3,3,4,7,2,3,8,7,7
"MYA",1957,8,0,8,8,9,3,3,4,7,2,3,8,7,7
"MYA",1958,8,0,8,8,10,3,3,4,7,2,3,8,7,7
"MYA",1959,8,0,8,8,11,3,3,4,7,2,3,8,7,7
"MYA",1960,8,0,8,8,12,3,3,4,7,2,3,8,7,7
"MYA",1961,8,0,8,8,13,3,3,4,7,2,3,8,7,7
"MYA",1962,0,6,-6,-6,0,1,0,0,1,4,2,4,1,2
"MYA",1963,0,7,-7,-7,0,1,0,0,1,4,1,4,1,1
"MYA",1964,0,7,-7,-7,1,1,0,0,1,4,1,4,1,1
"MYA",1965,0,7,-7,-7,2,1,0,0,1,4,1,4,1,1
"MYA",1966,0,7,-7,-7,3,1,0,0,1,4,1,4,1,1
"MYA",1967,0,7,-7,-7,4,1,0,0,1,4,1,4,1,1
"MYA",1968,0,7,-7,-7,5,1,0,0,1,4,1,4,1,1
"MYA",1969,0,7,-7,-7,6,1,0,0,1,4,1,4,1,1
"MYA",1970,0,7,-7,-7,7,1,0,0,1,4,1,4,1,1
"MYA",1971,0,7,-7,-7,8,2,0,0,1,4,1,5,1,1
"MYA",1972,0,7,-7,-7,9,2,0,0,1,4,1,5,1,1
"MYA",1973,0,7,-7,-7,10,2,0,0,1,4,1,5,1,1
"MYA",1974,0,6,-6,-6,11,2,0,0,2,4,1,5,2,1
"MYA",1975,0,6,-6,-6,12,2,0,0,2,4,1,5,2,1
"MYA",1976,0,6,-6,-6,13,2,0,0,2,4,1,5,2,1
"MYA",1977,0,6,-6,-6,14,2,0,0,2,4,1,5,2,1
"MYA",1978,0,6,-6,-6,15,2,0,0,2,4,1,5,2,1
"MYA",1979,0,6,-6,-6,16,2,0,0,2,4,1,5,2,1
"MYA",1980,0,8,-8,-8,17,2,1,4,2,4,1,3,2,1
"MYA",1981,0,8,-8,-8,18,2,1,4,2,4,1,3,2,1
"MYA",1982,0,8,-8,-8,19,2,1,4,2,4,1,3,2,1
"MYA",1983,0,8,-8,-8,20,2,1,4,2,4,1,3,2,1
"MYA",1984,0,8,-8,-8,21,2,1,4,2,4,1,3,2,1
"MYA",1985,0,8,-8,-8,22,2,1,4,2,4,1,3,2,1
"MYA",1986,0,8,-8,-8,23,2,1,4,2,4,1,3,2,1
"MYA",1987,0,8,-8,-8,24,2,1,4,2,4,1,3,2,1
"MYA",1988,0,6,-6,-6,25,2,1,4,3,4,2,3,3,2
"MYA",1989,0,6,-6,-6,26,2,1,4,3,4,2,3,3,2
"MYA",1990,0,7,-7,-7,27,2,1,4,3,4,1,3,3,1
"MYA",1991,0,7,-7,-7,28,2,1,4,3,4,1,3,3,1
"MYA",1992,0,7,-7,-7,29,2,1,4,3,4,1,3,3,1
"MYA",1993,0,7,-7,-7,30,2,1,4,3,4,1,3,3,1
"MYA",1994,0,7,-7,-7,31,2,1,4,3,4,1,3,3,1
"MYA",1995,0,7,-7,-7,32,2,1,4,3,4,1,3,3,1
"MYA",1996,0,7,-7,-7,33,2,1,4,3,4,1,3,3,1
"MYA",1997,0,7,-7,-7,34,2,1,4,3,4,1,3,3,1
"MYA",1998,0,7,-7,-7,35,2,1,4,3,4,1,3,3,1
"MYA",1999,0,7,-7,-7,36,2,1,4,3,4,1,3,3,1
"MYA",2000,0,7,-7,-7,37,2,1,4,3,4,1,3,3,1
"MYA",2001,0,7,-7,-7,38,2,1,4,3,4,1,3,3,1
"MYA",2002,0,7,-7,-7,39,2,1,4,3,4,1,3,3,1
"MYA",2003,0,7,-7,-7,40,2,1,4,3,4,1,3,3,1
"MYA",2004,0,8,-8,-8,41,2,1,4,2,4,1,3,2,1
"MYA",2005,0,8,-8,-8,42,2,1,4,2,4,1,3,2,1
"MYA",2006,0,8,-8,-8,43,2,1,4,2,4,1,3,2,1
"MYA",2007,0,8,-8,-8,44,2,1,4,2,4,1,3,2,1
"MYA",2008,0,6,-6,-6,45,2,0,0,2,4,1,5,2,1
"MYA",2009,0,6,-6,-6,46,2,0,0,2,4,1,5,2,1
"MYA",2010,0,6,-6,-6,47,2,0,0,2,4,1,5,2,1
"MYA",2011,0,3,-3,-3,0,2,0,0,3,3,2,5,3,3
"MYA",2012,0,3,-3,-3,1,2,0,0,3,3,2,5,3,3
"MYA",2013,0,3,-3,-3,2,2,0,0,3,3,2,5,3,3
"MYA",2014,0,3,-3,-3,3,2,0,0,3,3,2,5,3,3
"MZM",1975,0,8,-8,-8,0,2,1,4,2,4,1,3,2,1
"MZM",1976,0,8,-8,-8,1,2,1,4,2,4,1,3,2,1
"MZM",1977,0,8,-8,-8,2,2,1,4,2,4,1,3,2,1
"MZM",1978,0,8,-8,-8,3,2,1,4,2,4,1,3,2,1
"MZM",1979,0,8,-8,-8,4,2,1,4,2,4,1,3,2,1
"MZM",1980,0,8,-8,-8,5,2,1,4,2,4,1,3,2,1
"MZM",1981,0,8,-8,-8,6,2,1,4,2,4,1,3,2,1
"MZM",1982,0,8,-8,-8,7,2,1,4,2,4,1,3,2,1
"MZM",1983,0,8,-8,-8,8,2,1,4,2,4,1,3,2,1
"MZM",1984,0,8,-8,-8,9,2,1,4,2,4,1,3,2,1
"MZM",1985,0,8,-8,-8,10,2,1,4,2,4,1,3,2,1
"MZM",1986,0,7,-7,-7,11,2,1,4,3,4,1,3,3,1
"MZM",1987,0,7,-7,-7,12,2,1,4,3,4,1,3,3,1
"MZM",1988,0,7,-7,-7,13,2,1,4,3,4,1,3,3,1
"MZM",1989,0,7,-7,-7,14,2,1,4,3,4,1,3,3,1
"MZM",1990,0,7,-7,-7,15,2,1,4,3,4,1,3,3,1
"MZM",1991,0,6,-6,-6,16,2,1,4,3,4,2,3,3,2
"MZM",1992,0,6,-6,-6,17,2,1,4,3,4,2,3,3,2
"MZM",1993,0,6,-6,-6,18,2,1,4,3,4,2,3,3,2
"MZM",1994,5,0,5,5,0,2,2,4,4,2,4,7,4,9
"MZM",1995,5,0,5,5,1,2,2,4,4,2,4,7,4,9
"MZM",1996,5,0,5,5,2,2,2,4,4,2,4,7,4,9
"MZM",1997,5,0,5,5,3,2,2,4,4,2,4,7,4,9
"MZM",1998,5,0,5,5,4,2,2,4,4,2,4,7,4,9
"MZM",1999,5,0,5,5,5,2,2,4,4,2,4,7,4,9
"MZM",2000,5,0,5,5,6,2,2,4,4,2,4,7,4,9
"MZM",2001,5,0,5,5,7,2,2,4,4,2,4,7,4,9
"MZM",2002,5,0,5,5,8,2,2,4,4,2,4,7,4,9
"MZM",2003,5,0,5,5,9,2,2,4,4,2,4,7,4,9
"MZM",2004,5,0,5,5,10,2,2,4,4,2,4,7,4,9
"MZM",2005,5,0,5,5,11,2,2,4,4,2,4,7,4,9
"MZM",2006,5,0,5,5,12,2,2,4,4,2,4,7,4,9
"MZM",2007,5,0,5,5,13,2,2,4,4,2,4,7,4,9
"MZM",2008,5,0,5,5,14,2,2,4,4,2,4,7,4,9
"MZM",2009,5,0,5,5,15,2,2,4,4,2,4,7,4,9
"MZM",2010,5,0,5,5,16,2,2,4,4,2,4,7,4,9
"MZM",2011,5,0,5,5,17,2,2,4,4,2,4,7,4,9
"MZM",2012,5,0,5,5,18,2,2,4,4,2,4,7,4,9
"MZM",2013,5,1,4,4,19,2,2,4,4,3,4,7,4,8
"MZM",2014,6,0,6,6,20,2,2,4,5,2,4,7,5,9
"NAM",1990,6,0,6,6,0,2,2,4,5,2,4,7,5,9
"NAM",1991,6,0,6,6,1,2,2,4,5,2,4,7,5,9
"NAM",1992,6,0,6,6,2,2,2,4,5,2,4,7,5,9
"NAM",1993,6,0,6,6,3,2,2,4,5,2,4,7,5,9
"NAM",1994,6,0,6,6,4,2,2,4,5,2,4,7,5,9
"NAM",1995,6,0,6,6,5,2,2,4,5,2,4,7,5,9
"NAM",1996,6,0,6,6,6,2,2,4,5,2,4,7,5,9
"NAM",1997,6,0,6,6,7,2,2,4,5,2,4,7,5,9
"NAM",1998,6,0,6,6,8,2,2,4,5,2,4,7,5,9
"NAM",1999,6,0,6,6,9,2,2,4,5,2,4,7,5,9
"NAM",2000,6,0,6,6,10,2,2,4,5,2,4,7,5,9
"NAM",2001,6,0,6,6,11,2,2,4,5,2,4,7,5,9
"NAM",2002,6,0,6,6,12,2,2,4,5,2,4,7,5,9
"NAM",2003,6,0,6,6,13,2,2,4,5,2,4,7,5,9
"NAM",2004,6,0,6,6,14,2,2,4,5,2,4,7,5,9
"NAM",2005,6,0,6,6,15,2,2,4,5,2,4,7,5,9
"NAM",2006,6,0,6,6,16,2,2,4,5,2,4,7,5,9
"NAM",2007,6,0,6,6,17,2,2,4,5,2,4,7,5,9
"NAM",2008,6,0,6,6,18,2,2,4,5,2,4,7,5,9
"NAM",2009,6,0,6,6,19,2,2,4,5,2,4,7,5,9
"NAM",2010,6,0,6,6,20,2,2,4,5,2,4,7,5,9
"NAM",2011,6,0,6,6,21,2,2,4,5,2,4,7,5,9
"NAM",2012,6,0,6,6,22,2,2,4,5,2,4,7,5,9
"NAM",2013,6,0,6,6,23,2,2,4,5,2,4,7,5,9
"NAM",2014,6,0,6,6,24,2,2,4,5,2,4,7,5,9
"NEP",1945,1,4,-3,-3,99,1,0,0,1,3,3,4,1,6
"NEP",1946,1,4,-3,-3,100,1,0,0,1,3,3,4,1,6
"NEP",1947,0,5,-5,-5,101,1,0,0,1,3,2,4,1,3
"NEP",1948,0,5,-5,-5,102,1,0,0,1,3,2,4,1,3
"NEP",1949,0,5,-5,-5,103,1,0,0,1,3,2,4,1,3
"NEP",1950,0,5,-5,-5,104,1,0,0,1,3,2,4,1,3
"NEP",1951,0,7,-7,-7,105,3,1,1,2,3,2,1,2,3
"NEP",1952,0,7,-7,-7,106,3,1,1,2,3,2,1,2,3
"NEP",1953,0,7,-7,-7,107,3,1,1,2,3,2,1,2,3
"NEP",1954,0,7,-7,-7,108,3,1,1,2,3,2,1,2,3
"NEP",1955,0,7,-7,-7,109,3,1,1,2,3,2,1,2,3
"NEP",1956,0,7,-7,-7,110,3,1,1,2,3,2,1,2,3
"NEP",1957,-88,-88,-88,-4,0,-88,-88,-88,-88,-88,-88,-88,-88,-88
"NEP",1958,-88,-88,-88,-1,0,-88,-88,-88,-88,-88,-88,-88,-88,-88
"NEP",1959,4,2,2,2,0,3,3,4,3,3,3,8,3,6
"NEP",1960,0,10,-10,-10,0,3,1,1,1,4,1,1,1,1
"NEP",1961,0,10,-10,-10,1,3,1,1,1,4,1,1,1,1
"NEP",1962,0,9,-9,-9,2,3,1,2,2,4,1,2,2,1
"NEP",1963,0,9,-9,-9,3,3,1,2,2,4,1,2,2,1
"NEP",1964,0,9,-9,-9,4,3,1,2,2,4,1,2,2,1
"NEP",1965,0,9,-9,-9,5,3,1,2,2,4,1,2,2,1
"NEP",1966,0,9,-9,-9,6,3,1,2,2,4,1,2,2,1
"NEP",1967,0,9,-9,-9,7,3,1,2,2,4,1,2,2,1
"NEP",1968,0,9,-9,-9,8,3,1,2,2,4,1,2,2,1
"NEP",1969,0,9,-9,-9,9,3,1,2,2,4,1,2,2,1
"NEP",1970,0,9,-9,-9,10,3,1,2,2,4,1,2,2,1
"NEP",1971,0,9,-9,-9,11,3,1,2,2,4,1,2,2,1
"NEP",1972,0,9,-9,-9,12,3,1,2,2,4,1,2,2,1
"NEP",1973,0,9,-9,-9,13,3,1,2,2,4,1,2,2,1
"NEP",1974,0,9,-9,-9,14,3,1,2,2,4,1,2,2,1
"NEP",1975,0,9,-9,-9,15,3,1,2,2,4,1,2,2,1
"NEP",1976,0,9,-9,-9,16,3,1,2,2,4,1,2,2,1
"NEP",1977,0,9,-9,-9,17,3,1,2,2,4,1,2,2,1
"NEP",1978,0,9,-9,-9,18,3,1,2,2,4,1,2,2,1
"NEP",1979,0,9,-9,-9,19,3,1,2,2,4,1,2,2,1
"NEP",1980,0,9,-9,-9,20,3,1,2,2,4,1,2,2,1
"NEP",1981,2,4,-2,-2,0,3,2,3,3,4,2,6,3,2
"NEP",1982,2,4,-2,-2,1,3,2,3,3,4,2,6,3,2
"NEP",1983,2,4,-2,-2,2,3,2,3,3,4,2,6,3,2
"NEP",1984,2,4,-2,-2,3,3,2,3,3,4,2,6,3,2
"NEP",1985,2,4,-2,-2,4,3,2,3,3,4,2,6,3,2
"NEP",1986,2,4,-2,-2,5,3,2,3,3,4,2,6,3,2
"NEP",1987,2,4,-2,-2,6,3,2,3,3,4,2,6,3,2
"NEP",1988,2,4,-2,-2,7,3,2,3,3,4,2,6,3,2
"NEP",1989,2,4,-2,-2,8,3,2,3,3,4,2,6,3,2
"NEP",1990,5,0,5,5,0,3,2,3,6,2,0,6,6,5
"NEP",1991,5,0,5,5,1,3,2,3,6,2,0,6,6,5
"NEP",1992,5,0,5,5,2,3,2,3,6,2,0,6,6,5
"NEP",1993,5,0,5,5,3,3,2,3,6,2,0,6,6,5
"NEP",1994,5,0,5,5,4,3,2,3,6,2,0,6,6,5
"NEP",1995,5,0,5,5,5,3,2,3,6,2,0,6,6,5
"NEP",1996,5,0,5,5,6,3,2,3,6,2,0,6,6,5
"NEP",1997,5,0,5,5,7,3,2,3,6,2,0,6,6,5
"NEP",1998,5,0,5,5,8,3,2,3,6,2,0,6,6,5
"NEP",1999,7,1,6,6,9,3,2,3,6,3,4,6,6,8
"NEP",2000,7,1,6,6,10,3,2,3,6,3,4,6,6,8
"NEP",2001,7,1,6,6,11,3,2,3,6,3,4,6,6,8
"NEP",2002,1,7,-6,-6,0,3,1,2,1,3,3,2,1,6
"NEP",2003,1,7,-6,-6,1,3,1,2,1,3,3,2,1,6
"NEP",2004,1,7,-6,-6,2,3,1,2,1,3,3,2,1,6
"NEP",2005,1,7,-6,-6,3,3,1,2,1,3,3,2,1,6
"NEP",2006,7,1,6,6,0,2,2,4,6,3,4,7,6,8
"NEP",2007,7,1,6,6,1,2,2,4,6,3,4,7,6,8
"NEP",2008,7,1,6,6,2,2,2,4,6,3,4,7,6,8
"NEP",2009,6,0,6,6,3,2,2,4,6,2,3,7,6,7
"NEP",2010,6,0,6,6,4,2,2,4,6,2,3,7,6,7
"NEP",2011,6,0,6,6,5,2,2,4,6,2,3,7,6,7
"NEP",2012,6,0,6,6,6,2,2,4,6,2,3,7,6,7
"NEP",2013,6,0,6,6,7,2,2,4,6,2,3,7,6,7
"NEP",2014,6,0,6,6,8,2,2,4,6,2,3,7,6,7
"NEW",1945,10,0,10,10,68,3,3,4,7,5,5,8,7,10
"NEW",1946,10,0,10,10,69,3,3,4,7,5,5,8,7,10
"NEW",1947,10,0,10,10,70,3,3,4,7,5,5,8,7,10
"NEW",1948,10,0,10,10,71,3,3,4,7,5,5,8,7,10
"NEW",1949,10,0,10,10,72,3,3,4,7,5,5,8,7,10
"NEW",1950,10,0,10,10,73,3,3,4,7,5,5,8,7,10
"NEW",1951,10,0,10,10,74,3,3,4,7,5,5,8,7,10
"NEW",1952,10,0,10,10,75,3,3,4,7,5,5,8,7,10
"NEW",1953,10,0,10,10,76,3,3,4,7,5,5,8,7,10
"NEW",1954,10,0,10,10,77,3,3,4,7,5,5,8,7,10
"NEW",1955,10,0,10,10,78,3,3,4,7,5,5,8,7,10
"NEW",1956,10,0,10,10,79,3,3,4,7,5,5,8,7,10
"NEW",1957,10,0,10,10,80,3,3,4,7,5,5,8,7,10
"NEW",1958,10,0,10,10,81,3,3,4,7,5,5,8,7,10
"NEW",1959,10,0,10,10,82,3,3,4,7,5,5,8,7,10
"NEW",1960,10,0,10,10,83,3,3,4,7,5,5,8,7,10
"NEW",1961,10,0,10,10,84,3,3,4,7,5,5,8,7,10
"NEW",1962,10,0,10,10,85,3,3,4,7,5,5,8,7,10
"NEW",1963,10,0,10,10,86,3,3,4,7,5,5,8,7,10
"NEW",1964,10,0,10,10,87,3,3,4,7,5,5,8,7,10
"NEW",1965,10,0,10,10,88,3,3,4,7,5,5,8,7,10
"NEW",1966,10,0,10,10,89,3,3,4,7,5,5,8,7,10
"NEW",1967,10,0,10,10,90,3,3,4,7,5,5,8,7,10
"NEW",1968,10,0,10,10,91,3,3,4,7,5,5,8,7,10
"NEW",1969,10,0,10,10,92,3,3,4,7,5,5,8,7,10
"NEW",1970,10,0,10,10,93,3,3,4,7,5,5,8,7,10
"NEW",1971,10,0,10,10,94,3,3,4,7,5,5,8,7,10
"NEW",1972,10,0,10,10,95,3,3,4,7,5,5,8,7,10
"NEW",1973,10,0,10,10,96,3,3,4,7,5,5,8,7,10
"NEW",1974,10,0,10,10,97,3,3,4,7,5,5,8,7,10
"NEW",1975,10,0,10,10,98,3,3,4,7,5,5,8,7,10
"NEW",1976,10,0,10,10,99,3,3,4,7,5,5,8,7,10
"NEW",1977,10,0,10,10,100,3,3,4,7,5,5,8,7,10
"NEW",1978,10,0,10,10,101,3,3,4,7,5,5,8,7,10
"NEW",1979,10,0,10,10,102,3,3,4,7,5,5,8,7,10
"NEW",1980,10,0,10,10,103,3,3,4,7,5,5,8,7,10
"NEW",1981,10,0,10,10,104,3,3,4,7,5,5,8,7,10
"NEW",1982,10,0,10,10,105,3,3,4,7,5,5,8,7,10
"NEW",1983,10,0,10,10,106,3,3,4,7,5,5,8,7,10
"NEW",1984,10,0,10,10,107,3,3,4,7,5,5,8,7,10
"NEW",1985,10,0,10,10,108,3,3,4,7,5,5,8,7,10
"NEW",1986,10,0,10,10,109,3,3,4,7,5,5,8,7,10
"NEW",1987,10,0,10,10,110,3,3,4,7,5,5,8,7,10
"NEW",1988,10,0,10,10,111,3,3,4,7,5,5,8,7,10
"NEW",1989,10,0,10,10,112,3,3,4,7,5,5,8,7,10
"NEW",1990,10,0,10,10,113,3,3,4,7,5,5,8,7,10
"NEW",1991,10,0,10,10,114,3,3,4,7,5,5,8,7,10
"NEW",1992,10,0,10,10,115,3,3,4,7,5,5,8,7,10
"NEW",1993,10,0,10,10,116,3,3,4,7,5,5,8,7,10
"NEW",1994,10,0,10,10,117,3,3,4,7,5,5,8,7,10
"NEW",1995,10,0,10,10,118,3,3,4,7,5,5,8,7,10
"NEW",1996,10,0,10,10,119,3,3,4,7,5,5,8,7,10
"NEW",1997,10,0,10,10,120,3,3,4,7,5,5,8,7,10
"NEW",1998,10,0,10,10,121,3,3,4,7,5,5,8,7,10
"NEW",1999,10,0,10,10,122,3,3,4,7,5,5,8,7,10
"NEW",2000,10,0,10,10,123,3,3,4,7,5,5,8,7,10
"NEW",2001,10,0,10,10,124,3,3,4,7,5,5,8,7,10
"NEW",2002,10,0,10,10,125,3,3,4,7,5,5,8,7,10
"NEW",2003,10,0,10,10,126,3,3,4,7,5,5,8,7,10
"NEW",2004,10,0,10,10,127,3,3,4,7,5,5,8,7,10
"NEW",2005,10,0,10,10,128,3,3,4,7,5,5,8,7,10
"NEW",2006,10,0,10,10,129,3,3,4,7,5,5,8,7,10
"NEW",2007,10,0,10,10,130,3,3,4,7,5,5,8,7,10
"NEW",2008,10,0,10,10,131,3,3,4,7,5,5,8,7,10
"NEW",2009,10,0,10,10,132,3,3,4,7,5,5,8,7,10
"NEW",2010,10,0,10,10,133,3,3,4,7,5,5,8,7,10
"NEW",2011,10,0,10,10,134,3,3,4,7,5,5,8,7,10
"NEW",2012,10,0,10,10,135,3,3,4,7,5,5,8,7,10
"NEW",2013,10,0,10,10,136,3,3,4,7,5,5,8,7,10
"NEW",2014,10,0,10,10,137,3,3,4,7,5,5,8,7,10
"NIC",1945,0,8,-8,-8,9,2,1,4,1,4,2,3,1,2
"NIC",1946,0,8,-8,-8,10,2,1,4,1,4,2,3,1,2
"NIC",1947,0,8,-8,-8,11,2,1,4,1,4,2,3,1,2
"NIC",1948,0,8,-8,-8,12,2,1,4,1,4,2,3,1,2
"NIC",1949,0,8,-8,-8,13,2,1,4,1,4,2,3,1,2
"NIC",1950,0,8,-8,-8,14,2,1,4,1,4,2,3,1,2
"NIC",1951,0,8,-8,-8,15,2,1,4,1,4,2,3,1,2
"NIC",1952,0,8,-8,-8,16,2,1,4,1,4,2,3,1,2
"NIC",1953,0,8,-8,-8,17,2,1,4,1,4,2,3,1,2
"NIC",1954,0,8,-8,-8,18,2,1,4,1,4,2,3,1,2
"NIC",1955,0,8,-8,-8,19,2,1,4,1,4,2,3,1,2
"NIC",1956,0,8,-8,-8,20,2,1,4,1,4,2,3,1,2
"NIC",1957,0,8,-8,-8,21,2,1,4,1,4,2,3,1,2
"NIC",1958,0,8,-8,-8,22,2,1,4,1,4,2,3,1,2
"NIC",1959,0,8,-8,-8,23,2,1,4,1,4,2,3,1,2
"NIC",1960,0,8,-8,-8,24,2,1,4,1,4,2,3,1,2
"NIC",1961,0,8,-8,-8,25,2,1,4,1,4,2,3,1,2
"NIC",1962,0,8,-8,-8,26,2,1,4,1,4,2,3,1,2
"NIC",1963,0,8,-8,-8,27,2,1,4,1,4,2,3,1,2
"NIC",1964,0,8,-8,-8,28,2,1,4,1,4,2,3,1,2
"NIC",1965,0,8,-8,-8,29,2,1,4,1,4,2,3,1,2
"NIC",1966,0,8,-8,-8,30,2,1,4,1,4,2,3,1,2
"NIC",1967,0,8,-8,-8,31,2,1,4,1,4,2,3,1,2
"NIC",1968,0,8,-8,-8,32,2,1,4,1,4,2,3,1,2
"NIC",1969,0,8,-8,-8,33,2,1,4,1,4,2,3,1,2
"NIC",1970,0,8,-8,-8,34,2,1,4,1,4,2,3,1,2
"NIC",1971,0,8,-8,-8,35,2,1,4,1,4,2,3,1,2
"NIC",1972,0,8,-8,-8,36,2,1,4,1,4,2,3,1,2
"NIC",1973,0,8,-8,-8,37,2,1,4,1,4,2,3,1,2
"NIC",1974,0,8,-8,-8,38,2,1,4,1,4,2,3,1,2
"NIC",1975,0,8,-8,-8,39,2,1,4,1,4,2,3,1,2
"NIC",1976,0,8,-8,-8,40,2,1,4,1,4,2,3,1,2
"NIC",1977,0,8,-8,-8,41,2,1,4,1,4,2,3,1,2
"NIC",1978,0,8,-8,-8,42,2,1,4,1,4,2,3,1,2
"NIC",1979,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77
"NIC",1980,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77
"NIC",1981,0,5,-5,-5,0,1,0,0,2,4,2,4,2,2
"NIC",1982,0,5,-5,-5,1,1,0,0,2,4,2,4,2,2
"NIC",1983,0,5,-5,-5,2,1,0,0,2,4,2,4,2,2
"NIC",1984,1,2,-1,-1,0,2,0,0,3,3,3,5,3,6
"NIC",1985,1,2,-1,-1,1,2,0,0,3,3,3,5,3,6
"NIC",1986,1,2,-1,-1,2,2,0,0,3,3,3,5,3,6
"NIC",1987,1,2,-1,-1,3,2,0,0,3,3,3,5,3,6
"NIC",1988,1,2,-1,-1,4,2,0,0,3,3,3,5,3,6
"NIC",1989,1,2,-1,-1,5,2,0,0,3,3,3,5,3,6
"NIC",1990,6,0,6,6,0,3,3,4,5,2,3,8,5,7
"NIC",1991,6,0,6,6,1,3,3,4,5,2,3,8,5,7
"NIC",1992,6,0,6,6,2,3,3,4,5,2,3,8,5,7
"NIC",1993,6,0,6,6,3,3,3,4,5,2,3,8,5,7
"NIC",1994,6,0,6,6,4,3,3,4,5,2,3,8,5,7
"NIC",1995,8,0,8,8,5,3,3,4,7,2,3,8,7,7
"NIC",1996,8,0,8,8,6,3,3,4,7,2,3,8,7,7
"NIC",1997,8,0,8,8,7,3,3,4,7,2,3,8,7,7
"NIC",1998,8,0,8,8,8,3,3,4,7,2,3,8,7,7
"NIC",1999,8,0,8,8,9,3,3,4,7,2,3,8,7,7
"NIC",2000,8,0,8,8,10,3,3,4,7,2,3,8,7,7
"NIC",2001,8,0,8,8,11,3,3,4,7,2,3,8,7,7
"NIC",2002,8,0,8,8,12,3,3,4,7,2,3,8,7,7
"NIC",2003,8,0,8,8,13,3,3,4,7,2,3,8,7,7
